time,joint1_desired,joint2_desired,joint3_desired,joint4_desired,joint5_desired,joint6_desired,joint7_desired,joint1_actual,joint2_actual,joint3_actual,joint4_actual,joint5_actual,joint6_actual,joint7_actual
0.016,-3.2610914926592005e-07,-1.7936003209625603e-07,-3.91330979119104e-07,-1.570790139969308,-7.82661958238208e-07,1.570790531300287,-0.7852990916881866,3.21421387957086e-06,0.0005487546530876675,4.032128792706796e-06,-1.571388469847358,-4.4331901783545454e-05,1.5707006518920676,-0.7853003940129399
0.017,-3.9103822212544007e-07,-2.1507102216899203e-07,-4.6924586655052815e-07,-1.5707901678375153,-9.384917331010563e-07,1.5707906370833817,-0.7852989108412399,3.3173628276133503e-06,0.0005961035656667544,4.162768823435623e-06,-1.5714333355230972,-4.747371175638095e-05,1.5706936520768175,-0.7853003868526663
0.018000000000000002,-4.640442039705602e-07,-2.5522431218380806e-07,-5.568530447646722e-07,-1.570790199172413,-1.1137060895293443e-06,1.5707907560254575,-0.7852987074976787,3.404846614252663e-06,0.0006438204359957354,4.273496436278228e-06,-1.5714783116426,-5.0617630977398e-05,1.57068663148778,-0.7853003764269135
0.019,-5.455970501100799e-07,-3.0007837756054397e-07,-6.547164601320959e-07,-1.5707902341757098,-1.3094329202641918e-06,1.57079088889217,-0.7852984803485363,3.477381842678382e-06,0.0006918021028307701,4.365208017293369e-06,-1.5715233308383985,-5.376012338800969e-05,1.5706796014387938,-0.7853003626863082
0.02,-6.361661440000002e-07,-3.4989137920000003e-07,-7.633993728000001e-07,-1.5707902730488703,-1.5267987456000002e-06,1.5707910364482431,-0.7852982280864391,3.535742961352458e-06,0.0007399576873256922,4.43887789632004e-06,-1.571568333934353,-5.689810983886671e-05,1.5706725718911827,-0.7853003455541205
0.021,-7.362202974739201e-07,-4.04921163610656e-07,-8.834643569687042e-07,-1.5707903159931136,-1.7669287139374084e-06,1.5707911994574708,-0.7852979494056055,3.5807351916130818e-06,0.000788207202637562,4.4955232515883365e-06,-1.571613269013479,-6.002891838787848e-05,1.570665551609514,-0.7853003249279196
0.022,-8.462277509734399e-07,-4.6542526303539187e-07,-1.0154733011681279e-06,-1.570790363209413,-2.0309466023362557e-06,1.570791378682714,-0.7852976430018452,3.613173177044808e-06,0.0008364803197247674,4.5361763907189785e-06,-1.57165809059213,-6.315024012509093e-05,1.57065854829903,-0.7853003006811103
0.023,-9.6665617377856e-07,-5.316608955782079e-07,-1.159987408534272e-06,-1.5707904148984964,-2.319974817068544e-06,1.570791574885905,-0.7852973075725591,3.633864358844765e-06,0.0008847152720249762,4.561863128019148e-06,-1.5717027588879824,-6.626008986302953e-05,1.5706515687271798,-0.7853002726643532
0.024,-1.09797266423808e-06,-6.03884965330944e-07,-1.317567197085696e-06,-1.570790471260847,-2.635134394171392e-06,1.5707917888280443,-0.7852969418167383,3.6435962388366816e-06,0.0009328578835060173,4.573586179667857e-06,-1.5717472391709555,-6.935677113429633e-05,1.5706446188312226,-0.7853002407068684
0.025,-1.2406437500000003e-06,-6.823540625000001e-07,-1.4887725000000004e-06,-1.570790532496704,-2.977545000000001e-06,1.570792021269204,-0.7852965444349632,3.643126826130243e-06,0.0009808607062573448,4.572312670740626e-06,-1.5717915011875632,-7.243884501423987e-05,1.5706377038135717,-0.7853002046176335
0.026000000000000002,-1.3951353882419205e-06,-7.673244635330562e-07,-1.6741624658903048e-06,-1.57079059880606,-3.3483249317806096e-06,1.5707922729685257,-0.785296114129403,3.6331776776782697e-06,0.0010286822553120373,4.5589649947385684e-06,-1.5718355186503352,-7.55051023463871e-05,1.5706308282263082,-0.7853001641864797
0.027,-1.56191296590144e-06,-8.590521312457919e-07,-1.8742955590817278e-06,-1.570790670388664,-3.7485911181634555e-06,1.570792544684223,-0.785295649603816,3.614429039903282e-06,0.0010762863297583514,4.534414390822288e-06,-1.5718792687849275,-7.855453899777806e-05,1.570623996046114,-0.7853001191850973
0.028,-1.7414412999065603e-06,-9.57792714948608e-07,-2.089729559887872e-06,-1.5707907474440201,-4.179459119775744e-06,1.57079283717358,-0.7852951495635474,3.5875166806101897e-06,0.001123641410423855,4.4994767094252105e-06,-1.5719227319283904,-8.158633381350231e-05,1.5706172107407166,-0.7853000693679554
0.029,-1.9341846374060804e-06,-1.063801550573344e-06,-2.321021564887296e-06,-1.5707908301713882,-4.642043129774592e-06,1.5707931511929532,-0.7852946127155294,3.5530300697288547e-06,0.0011707201255058118,4.4549099260807046e-06,-1.5719658911728145,-8.459982897637593e-05,1.5706104753278138,-0.7853000144731437
0.03,-2.1406066559999995e-06,-1.1773336607999998e-06,-2.5687279871999994e-06,-1.5707909187697826,-5.137455974399999e-06,1.57079348749777,-0.7852940377682811,3.511511625912453e-06,0.001217498776491558,4.401413038534259e-06,-1.5720087320492244,-8.759451250991746e-05,1.5706037924273273,-0.7852999542231446
