time,q_desired_1,q_desired_2,q_desired_3,q_desired_4,q_desired_5,q_desired_6,q_desired_7,q_actual_1,q_actual_2,q_actual_3,q_actual_4,q_actual_5,q_actual_6,q_actual_7,dq_desired_1,dq_desired_2,dq_desired_3,dq_desired_4,dq_desired_5,dq_desired_6,dq_desired_7,dq_actual_1,dq_actual_2,dq_actual_3,dq_actual_4,dq_actual_5,dq_actual_6,dq_actual_7,tau_J_1,tau_J_2,tau_J_3,tau_J_4,tau_J_5,tau_J_6,tau_J_7,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_cmd_7,tau_impedance_1,tau_impedance_2,tau_impedance_3,tau_impedance_4,tau_impedance_5,tau_impedance_6,tau_impedance_7,tau_inertia_1,tau_inertia_2,tau_inertia_3,tau_inertia_4,tau_inertia_5,tau_inertia_6,tau_inertia_7,tau_coriolis_1,tau_coriolis_2,tau_coriolis_3,tau_coriolis_4,tau_coriolis_5,tau_coriolis_6,tau_coriolis_7,tau_gravity_1,tau_gravity_2,tau_gravity_3,tau_gravity_4,tau_gravity_5,tau_gravity_6,tau_gravity_7,tau_k_1,tau_k_2,tau_k_3,tau_k_4,tau_k_5,tau_k_6,tau_k_7,tau_d_1,tau_d_2,tau_d_3,tau_d_4,tau_d_5,tau_d_6,tau_d_7
0.000000,0.000000,0.000000,0.000000,-1.570790,0.000000,1.570790,-0.785300,0.000621,0.000143,0.000106,-1.571040,-0.000256,1.571204,-0.785105,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000042,0.000088,0.000583,-0.000540,0.000013,0.000110,-0.000335,-1.480959,-25.757254,-0.138854,18.896379,1.097783,1.120477,-0.218223,-0.374954,-0.090371,-0.092496,0.176931,0.012543,-0.064852,-0.004699,-0.374955,-0.090370,-0.092496,0.176931,0.012543,-0.064852,-0.004699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-25.203715,0.000149,18.518325,0.802109,1.665081,0.000011,-0.372845,-0.085958,-0.063371,0.149913,0.012810,-0.062104,-0.009726,-0.002109,-0.004412,-0.029125,0.027018,-0.000267,-0.002749,0.005027
0.001000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000622,0.000143,0.000100,-1.571041,-0.000257,1.571204,-0.785105,-0.000000,-0.000000,-0.000000,-0.000000,-0.000001,0.000000,0.000001,0.000028,0.000059,-0.001375,-0.000360,-0.000228,0.000073,-0.000223,-1.480959,-25.757254,-0.063476,18.896379,1.104192,1.120477,-0.218223,-0.375597,-0.089003,0.007310,0.169044,0.017356,-0.063911,-0.006362,-0.374358,-0.088608,0.008534,0.168889,0.017403,-0.063926,-0.006365,-0.001239,-0.000393,-0.001224,0.000155,-0.000048,0.000015,0.000003,-0.000000,-0.000002,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-25.203710,0.000148,18.518330,0.802108,1.665080,0.000011,-0.372940,-0.085660,-0.060197,0.150882,0.012846,-0.062103,-0.009726,-0.001418,-0.002948,0.068731,0.018007,0.004558,-0.001823,0.003362
0.002000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000620,0.000144,0.000100,-1.571041,-0.000258,1.571205,-0.785100,-0.000001,-0.000001,-0.000001,-0.000000,-0.000002,0.000002,0.000003,0.005054,0.001405,-0.000917,0.001523,-0.008914,-0.000663,0.000597,-1.429384,-25.681875,-0.063476,18.821001,1.085882,1.139703,-0.238365,-0.627298,-0.157318,-0.016863,0.074745,0.191047,-0.045610,-0.018907,-0.624830,-0.156516,-0.014425,0.074431,0.191142,-0.045640,-0.018912,-0.002476,-0.000785,-0.002446,0.000310,-0.000096,0.000030,0.000005,0.000008,-0.000017,0.000008,0.000004,0.000000,0.000000,-0.000000,-0.000000,-25.203741,0.000149,18.518333,0.802107,1.665081,0.000011,-0.372079,-0.086222,-0.060197,0.150606,0.012904,-0.062260,-0.009997,-0.252752,-0.070294,0.045773,-0.076174,0.178239,0.016619,-0.008915
0.003000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000618,0.000141,0.000100,-1.571039,-0.000256,1.571203,-0.785108,-0.000002,-0.000001,-0.000003,-0.000001,-0.000005,0.000004,0.000006,0.002219,0.000734,-0.000611,0.002038,-0.004763,-0.002409,-0.002552,-1.357973,-25.527151,-0.063476,18.642473,1.032781,1.192804,-0.158714,-0.485563,-0.122720,-0.033442,0.047655,0.107830,-0.001656,0.028771,-0.481850,-0.121540,-0.029775,0.047190,0.107974,-0.001702,0.028763,-0.003711,-0.001178,-0.003667,0.000465,-0.000144,0.000045,0.000008,-0.000001,-0.000003,-0.000001,0.000001,-0.000000,0.000000,-0.000000,0.000000,-25.203647,0.000147,18.518311,0.802109,1.665083,0.000011,-0.370788,-0.084788,-0.060199,0.149156,0.012821,-0.062010,-0.009607,-0.111062,-0.036752,0.030424,-0.101967,0.095153,0.060309,0.038370
0.004000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000623,0.000140,0.000101,-1.571038,-0.000258,1.571200,-0.785103,-0.000004,-0.000002,-0.000005,-0.000002,-0.000009,0.000006,0.000011,0.001220,0.000568,-0.001057,0.002015,-0.002646,-0.003301,0.003597,-1.330202,-25.376394,-0.035705,18.467913,1.002569,1.238580,-0.172447,-0.440159,-0.114041,-0.012576,0.048753,0.065433,0.021290,-0.063643,-0.435213,-0.112471,-0.007690,0.048134,0.065625,0.021230,-0.063654,-0.004946,-0.001569,-0.004886,0.000619,-0.000191,0.000060,0.000011,-0.000001,-0.000001,-0.000001,0.000000,-0.000000,-0.000000,0.000000,0.000000,-25.203596,0.000145,18.518302,0.802108,1.665082,0.000011,-0.374027,-0.083969,-0.060310,0.148978,0.012884,-0.061458,-0.009860,-0.061186,-0.028502,0.052620,-0.100844,0.052741,0.082689,-0.053794
0.005000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000631,0.000138,0.000096,-1.571047,-0.000257,1.571203,-0.785099,-0.000006,-0.000003,-0.000007,-0.000003,-0.000014,0.000010,0.000017,0.003698,-0.000778,0.000674,0.001440,-0.001325,-0.002201,0.002526,-1.306399,-25.301016,0.039674,18.444109,0.978765,1.238580,-0.165122,-0.569725,-0.045860,-0.097730,0.082850,0.038802,-0.006665,-0.047662,-0.563538,-0.043880,-0.091618,0.082074,0.039042,-0.006739,-0.047675,-0.006178,-0.001960,-0.006104,0.000774,-0.000239,0.000075,0.000013,-0.000009,-0.000020,-0.000009,0.000003,-0.000000,-0.000001,-0.000000,-0.000000,-25.203563,0.000143,18.518332,0.802108,1.665080,0.000011,-0.378331,-0.082640,-0.057565,0.154180,0.012828,-0.062005,-0.010038,-0.185206,0.038760,-0.034052,-0.072106,0.026214,0.055266,-0.037637
0.006000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000630,0.000140,0.000094,-1.571049,-0.000258,1.571206,-0.785105,-0.000009,-0.000005,-0.000010,-0.000004,-0.000021,0.000014,0.000024,0.001184,0.000492,0.000154,0.001821,-0.001453,-0.000993,0.000763,-1.231020,-25.324820,0.063477,18.392534,0.985174,1.225763,-0.132163,-0.445251,-0.111469,-0.072260,0.065030,0.041240,-0.037145,-0.020828,-0.437842,-0.109116,-0.064940,0.064102,0.041527,-0.037235,-0.020844,-0.007409,-0.002351,-0.007320,0.000928,-0.000287,0.000090,0.000016,-0.000000,-0.000002,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-25.203667,0.000146,18.518353,0.802108,1.665078,0.000011,-0.378208,-0.084259,-0.056710,0.155315,0.012889,-0.062399,-0.009766,-0.059634,-0.024857,-0.008229,-0.091213,0.028638,0.025164,-0.011078
0.007000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000634,0.000144,0.000095,-1.571051,-0.000257,1.571208,-0.785102,-0.000012,-0.000006,-0.000014,-0.000005,-0.000028,0.000019,0.000033,0.001151,0.002432,0.000299,0.001511,-0.001862,-0.000153,0.000733,-1.231020,-25.400198,0.063477,18.368731,1.002569,1.212030,-0.132163,-0.447267,-0.211048,-0.080958,0.081960,0.049167,-0.058278,-0.020381,-0.438632,-0.208308,-0.072428,0.080881,0.049501,-0.058382,-0.020400,-0.008639,-0.002741,-0.008535,0.001082,-0.000334,0.000105,0.000019,0.000005,0.000001,0.000005,-0.000003,-0.000000,-0.000000,-0.000000,0.000000,-25.203800,0.000149,18.518379,0.802108,1.665076,0.000011,-0.380508,-0.086363,-0.056765,0.156700,0.012833,-0.062686,-0.009897,-0.058125,-0.121945,-0.015663,-0.075819,0.036669,0.004304,-0.010503
0.008000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000636,0.000144,0.000093,-1.571056,-0.000257,1.571206,-0.785098,-0.000015,-0.000008,-0.000018,-0.000007,-0.000037,0.000025,0.000043,0.002958,0.003641,-0.000303,0.000256,-0.001869,-0.000848,0.001640,-1.183413,-25.475576,0.091248,18.392534,1.014470,1.232171,-0.158714,-0.540335,-0.272214,-0.051123,0.147914,0.049101,-0.040425,-0.034030,-0.530488,-0.269077,-0.041396,0.146684,0.049483,-0.040543,-0.034051,-0.009867,-0.003131,-0.009748,0.001236,-0.000382,0.000120,0.000021,0.000021,-0.000007,0.000021,-0.000006,-0.000000,-0.000001,-0.000000,-0.000000,-25.203837,0.000150,18.518401,0.802108,1.665071,0.000011,-0.381833,-0.086626,-0.055621,0.159831,0.012847,-0.062368,-0.010086,-0.148655,-0.182450,0.014226,-0.013147,0.036636,0.021824,-0.023965
0.009000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000640,0.000143,0.000091,-1.571055,-0.000257,1.571204,-0.785102,-0.000019,-0.000011,-0.000023,-0.000008,-0.000046,0.000032,0.000054,0.002985,0.003268,-0.000091,0.000025,-0.001386,-0.001040,-0.000001,-1.207216,-25.503347,0.091248,18.392534,1.014470,1.244989,-0.125755,-0.545233,-0.253036,-0.061890,0.158915,0.039183,-0.035232,-0.009069,-0.534157,-0.249507,-0.050949,0.157530,0.039612,-0.035366,-0.009093,-0.011094,-0.003520,-0.010960,0.001389,-0.000429,0.000135,0.000024,0.000019,-0.000009,0.000019,-0.000004,0.000000,-0.000001,-0.000000,-0.000000,-25.203772,0.000148,18.518388,0.802108,1.665072,0.000011,-0.383952,-0.085552,-0.054361,0.159202,0.012828,-0.062156,-0.009915,-0.150205,-0.163955,0.003411,-0.001672,0.026784,0.026791,0.000822
0.010000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000642,0.000145,0.000090,-1.571056,-0.000255,1.571205,-0.785101,-0.000024,-0.000013,-0.000029,-0.000010,-0.000057,0.000039,0.000067,0.002889,0.003529,-0.000535,-0.001299,0.000497,-0.001677,0.000331,-1.231020,-25.554922,0.115052,18.444109,0.973272,1.271539,-0.132163,-0.543264,-0.268021,-0.041063,0.225847,0.001185,-0.019148,-0.013900,-0.530965,-0.264099,-0.028914,0.224310,0.001662,-0.019296,-0.013926,-0.012319,-0.003909,-0.012170,0.001543,-0.000477,0.000150,0.000027,0.000021,-0.000013,0.000022,-0.000005,-0.000000,-0.000002,-0.000000,-0.000000,-25.203859,0.000150,18.518403,0.802109,1.665070,0.000010,-0.385337,-0.086980,-0.054228,0.159873,0.012751,-0.062188,-0.009953,-0.145629,-0.177119,0.025313,0.064438,-0.011089,0.042892,-0.003974
0.011000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000641,0.000139,0.000092,-1.571063,-0.000256,1.571208,-0.785097,-0.000029,-0.000016,-0.000035,-0.000012,-0.000069,0.000047,0.000081,0.001625,0.000605,0.000262,-0.003268,0.000253,0.003139,0.001513,-1.207216,-25.475576,0.091248,18.543291,0.973272,1.285272,-0.165122,-0.480732,-0.118733,-0.083759,0.328022,0.005835,-0.139738,-0.031588,-0.467194,-0.114426,-0.070384,0.326326,0.006359,-0.139902,-0.031617,-0.013543,-0.004297,-0.013379,0.001696,-0.000524,0.000165,0.000029,0.000005,-0.000010,0.000005,-0.000000,0.000000,-0.000001,-0.000000,-0.000000,-25.203677,0.000144,18.518406,0.802108,1.665072,0.000011,-0.384473,-0.083398,-0.055534,0.163543,0.012799,-0.062601,-0.010134,-0.082720,-0.031028,-0.014850,0.162783,-0.006440,-0.077301,-0.021483
0.012000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000646,0.000141,0.000096,-1.571066,-0.000255,1.571204,-0.785101,-0.000034,-0.000019,-0.000041,-0.000015,-0.000083,0.000056,0.000096,0.003039,0.000484,0.001428,-0.003447,0.000788,0.001778,-0.000396,-1.282595,-25.475576,0.039674,18.594866,0.954961,1.304498,-0.125755,-0.556149,-0.114462,-0.145860,0.338986,-0.005262,-0.104867,-0.002498,-0.541392,-0.109750,-0.131281,0.337134,-0.004691,-0.105045,-0.002530,-0.014766,-0.004685,-0.014587,0.001849,-0.000571,0.000179,0.000032,0.000009,-0.000027,0.000009,0.000003,0.000000,-0.000001,-0.000000,0.000000,-25.203754,0.000146,18.518425,0.802109,1.665065,0.000010,-0.387707,-0.084604,-0.057823,0.165541,0.012710,-0.062000,-0.009911,-0.153685,-0.025146,-0.073458,0.171594,-0.017401,-0.043044,0.007381
0.013000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000000,1.570790,-0.785300,0.000644,0.000140,0.000094,-1.571064,-0.000259,1.571205,-0.785100,-0.000040,-0.000022,-0.000048,-0.000017,-0.000097,0.000066,0.000112,0.001614,-0.000173,0.000987,-0.001694,0.000040,0.001246,-0.000733,-1.258791,-25.451773,0.039674,18.567095,0.966863,1.310907,-0.112022,-0.485428,-0.081528,-0.124160,0.250157,0.009584,-0.091587,0.002724,-0.469443,-0.076449,-0.108368,0.248154,0.010203,-0.091781,0.002690,-0.015986,-0.005072,-0.015793,0.002002,-0.000619,0.000194,0.000035,0.000001,-0.000008,0.000001,0.000001,0.000000,-0.000000,-0.000000,0.000000,-25.203714,0.000145,18.518414,0.802107,1.665069,0.000010,-0.386741,-0.084012,-0.056603,0.164306,0.012938,-0.062282,-0.009989,-0.082702,0.007563,-0.051765,0.083848,-0.002735,-0.029499,0.012679
0.014000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000001,1.570790,-0.785299,0.000650,0.000144,0.000096,-1.571075,-0.000257,1.571206,-0.785099,-0.000047,-0.000026,-0.000056,-0.000020,-0.000112,0.000076,0.000130,0.002298,0.001136,0.000127,-0.004134,-0.000007,0.000783,-0.000459,-1.306399,-25.503347,0.063477,18.694048,0.966863,1.318231,-0.112022,-0.524472,-0.149911,-0.083934,0.378749,0.010049,-0.079734,-0.001165,-0.507275,-0.144432,-0.066946,0.376594,0.010715,-0.079941,-0.001202,-0.017206,-0.005459,-0.016998,0.002155,-0.000666,0.000209,0.000037,0.000009,-0.000020,0.000009,-0.000000,0.000000,-0.000001,-0.000000,0.000000,-25.203892,0.000149,18.518477,0.802108,1.665059,0.000010,-0.390054,-0.086331,-0.057773,0.170909,0.012828,-0.062282,-0.010036,-0.117221,-0.058101,-0.009172,0.205685,-0.002113,-0.017659,0.008833
0.015000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000001,1.570790,-0.785299,0.000645,0.000140,0.000098,-1.571081,-0.000256,1.571207,-0.785097,-0.000054,-0.000030,-0.000064,-0.000023,-0.000129,0.000087,0.000150,-0.000150,-0.000415,0.001218,-0.004545,-0.000029,0.000961,0.000225,-1.231020,-25.451773,0.015870,18.769426,0.966863,1.310907,-0.125755,-0.400928,-0.070813,-0.141577,0.402900,0.010084,-0.084040,-0.011221,-0.382506,-0.064958,-0.123378,0.400593,0.010797,-0.084263,-0.011261,-0.018424,-0.005845,-0.018201,0.002307,-0.000713,0.000224,0.000040,0.000002,-0.000010,0.000002,-0.000000,-0.000000,-0.000001,-0.000000,-0.000000,-25.203792,0.000145,18.518488,0.802108,1.665058,0.000010,-0.387338,-0.084220,-0.059249,0.174493,0.012787,-0.062436,-0.010123,0.004832,0.019262,-0.064129,0.226100,-0.001990,-0.021827,-0.001138
0.016000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000001,1.570791,-0.785299,0.000644,0.000140,0.000095,-1.571083,-0.000259,1.571206,-0.785098,-0.000061,-0.000034,-0.000073,-0.000026,-0.000147,0.000099,0.000170,-0.000596,0.000306,-0.000287,-0.003049,0.000165,0.000495,-0.000342,-1.207216,-25.475576,0.063477,18.769426,0.961370,1.318231,-0.112022,-0.379399,-0.107189,-0.065826,0.329578,0.005903,-0.071959,-0.002329,-0.359758,-0.100952,-0.046422,0.327119,0.006663,-0.072197,-0.002371,-0.019640,-0.006231,-0.019403,0.002460,-0.000760,0.000239,0.000042,-0.000001,-0.000007,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-25.203791,0.000145,18.518496,0.802107,1.665056,0.000010,-0.386513,-0.083978,-0.057098,0.175955,0.012898,-0.062315,-0.010044,0.026755,-0.016974,0.010676,0.151164,-0.006234,-0.009882,0.007673
0.017000,-0.000000,-0.000000,-0.000000,-1.570790,-0.000001,1.570791,-0.785299,0.000651,0.000143,0.000098,-1.571088,-0.000258,1.571207,-0.785099,-0.000069,-0.000038,-0.000083,-0.000030,-0.000165,0.000112,0.000192,0.001411,0.001430,0.000933,-0.003254,0.000774,0.000695,-0.000452,-1.282595,-25.527151,0.015870,18.821001,0.943059,1.310907,-0.105613,-0.485917,-0.165754,-0.130491,0.342435,-0.006762,-0.076751,-0.000293,-0.465069,-0.159122,-0.109895,0.339824,-0.005955,-0.077003,-0.000338,-0.020855,-0.006616,-0.020603,0.002612,-0.000807,0.000253,0.000045,0.000007,-0.000016,0.000007,-0.000000,0.000000,-0.000001,-0.000000,0.000000,-25.203908,0.000148,18.518528,0.802107,1.665052,0.000009,-0.391052,-0.085749,-0.059086,0.178602,0.012838,-0.062426,-0.010002,-0.074018,-0.073373,-0.050808,0.161222,-0.018792,-0.014578,0.009664
0.018000,-0.000000,-0.000000,-0.000001,-1.570790,-0.000001,1.570791,-0.785299,0.000654,0.000142,0.000098,-1.571088,-0.000263,1.571208,-0.785098,-0.000077,-0.000042,-0.000093,-0.000033,-0.000185,0.000126,0.000215,0.000975,0.000967,0.000631,-0.002180,-0.004513,0.000026,-0.000055,-1.282595,-25.527151,0.015870,18.821001,0.954961,1.324640,-0.112022,-0.467502,-0.143138,-0.117080,0.288869,0.098767,-0.059886,-0.005933,-0.445437,-0.136128,-0.095281,0.286104,0.099621,-0.060153,-0.005981,-0.022068,-0.007001,-0.021802,0.002764,-0.000854,0.000268,0.000048,0.000003,-0.000009,0.000003,0.000001,0.000000,-0.000000,-0.000000,-0.000000,-25.203902,0.000148,18.518529,0.802105,1.665053,0.000009,-0.392816,-0.085633,-0.059118,0.178747,0.013071,-0.062658,-0.010028,-0.052621,-0.050495,-0.036163,0.107357,0.086550,0.002504,0.004047
0.019000,-0.000001,-0.000000,-0.000001,-1.570790,-0.000001,1.570791,-0.785298,0.000656,0.000143,0.000098,-1.571086,-0.000261,1.571208,-0.785092,-0.000086,-0.000047,-0.000103,-0.000037,-0.000206,0.000140,0.000239,0.003239,0.000099,0.000427,-0.000812,-0.002516,-0.000405,0.000954,-1.258791,-25.503347,0.015870,18.793230,0.931157,1.337457,-0.138572,-0.583229,-0.100601,-0.108658,0.219290,0.058284,-0.048683,-0.020992,-0.559950,-0.093201,-0.085661,0.216372,0.059185,-0.048966,-0.021042,-0.023280,-0.007386,-0.022999,0.002915,-0.000901,0.000283,0.000050,0.000001,-0.000014,0.000001,0.000002,-0.000000,-0.000000,-0.000000,0.000000,-25.203908,0.000148,18.518523,0.802105,1.665054,0.000009,-0.393714,-0.085889,-0.059170,0.177611,0.012988,-0.062584,-0.010325,-0.166236,-0.007312,-0.026491,0.038761,0.046198,0.013618,-0.010717
0.020000,-0.000001,-0.000000,-0.000001,-1.570790,-0.000002,1.570791,-0.785298,0.000659,0.000140,0.000098,-1.571089,-0.000263,1.571206,-0.785096,-0.000095,-0.000052,-0.000114,-0.000041,-0.000229,0.000155,0.000265,0.005580,-0.001132,0.000289,-0.002311,-0.002410,-0.000976,-0.001054,-1.258791,-25.451773,0.015870,18.868608,0.943059,1.357599,-0.092796,-0.703932,-0.037963,-0.103605,0.296014,0.055750,-0.033704,0.009731,-0.679432,-0.030159,-0.079401,0.292941,0.056698,-0.034000,0.009679,-0.024491,-0.007770,-0.024195,0.003067,-0.000948,0.000297,0.000053,-0.000009,-0.000034,-0.000009,0.000005,-0.000000,-0.000001,-0.000000,-0.000000,-25.203818,0.000145,18.518522,0.802104,1.665052,0.000009,-0.395664,-0.084158,-0.059233,0.179445,0.013063,-0.062279,-0.010112,-0.283768,0.053999,-0.020169,0.113497,0.043635,0.028278,0.019791
0.021000,-0.000001,-0.000000,-0.000001,-1.570790,-0.000002,1.570791,-0.785298,0.000660,0.000144,0.000100,-1.571089,-0.000263,1.571205,-0.785098,-0.000105,-0.000058,-0.000126,-0.000045,-0.000252,0.000171,0.000292,0.003542,0.000458,0.000196,-0.001545,-0.001826,-0.001096,0.003252,-1.231020,-25.503347,0.015870,18.868608,0.943059,1.370416,-0.072654,-0.604493,-0.120435,-0.102075,0.257206,0.043543,-0.030083,-0.054347,-0.578798,-0.112265,-0.076691,0.253985,0.044537,-0.030395,-0.054403,-0.025700,-0.008153,-0.025389,0.003218,-0.000995,0.000312,0.000055,0.000005,-0.000016,0.000005,0.000002,-0.000000,-0.000001,-0.000000,-0.000000,-25.203945,0.000149,18.518534,0.802104,1.665049,0.000009,-0.396465,-0.086499,-0.060582,0.178980,0.013057,-0.062058,-0.010004,-0.182333,-0.025766,-0.016108,0.075005,0.031480,0.031664,-0.044399
0.022000,-0.000001,-0.000000,-0.000001,-1.570790,-0.000002,1.570791,-0.785298,0.000665,0.000140,0.000093,-1.571090,-0.000260,1.571204,-0.785092,-0.000115,-0.000063,-0.000138,-0.000049,-0.000276,0.000188,0.000321,0.005873,-0.000340,-0.001630,-0.001683,-0.000500,-0.000945,0.004529,-1.231020,-25.475576,0.091248,18.896379,0.919256,1.376825,-0.125755,-0.726016,-0.078856,-0.008638,0.265035,0.016344,-0.033281,-0.073360,-0.699107,-0.070300,0.017946,0.261663,0.017385,-0.033607,-0.073418,-0.026907,-0.008537,-0.026582,0.003370,-0.001041,0.000327,0.000058,-0.000002,-0.000019,-0.000002,0.000003,-0.000000,-0.000001,-0.000000,0.000000,-25.203820,0.000145,18.518524,0.802106,1.665051,0.000009,-0.399724,-0.084134,-0.056635,0.179975,0.012914,-0.061931,-0.010290,-0.299382,0.013833,0.074581,0.081688,0.004471,0.028324,-0.063129
0.023000,-0.000001,-0.000001,-0.000001,-1.570790,-0.000002,1.570792,-0.785297,0.000668,0.000143,0.000095,-1.571094,-0.000262,1.571208,-0.785087,-0.000126,-0.000069,-0.000151,-0.000054,-0.000302,0.000205,0.000350,0.003886,0.000983,-0.000435,-0.001682,-0.001135,-0.000376,0.003790,-1.207216,-25.527151,0.063477,18.920183,0.937566,1.370416,-0.138572,-0.629852,-0.147487,-0.071171,0.267131,0.028568,-0.047620,-0.062039,-0.601748,-0.138552,-0.043407,0.263609,0.029656,-0.047960,-0.062100,-0.028114,-0.008919,-0.027774,0.003521,-0.001088,0.000341,0.000061,0.000009,-0.000015,0.000010,0.000001,0.000000,-0.000001,-0.000000,0.000000,-25.203939,0.000148,18.518556,0.802104,1.665049,0.000009,-0.401137,-0.085934,-0.057607,0.182232,0.013002,-0.062487,-0.010505,-0.200611,-0.052618,0.014200,0.081377,0.016654,0.014526,-0.051595
0.024000,-0.000001,-0.000001,-0.000001,-1.570790,-0.000003,1.570792,-0.785297,0.000670,0.000142,0.000091,-1.571095,-0.000262,1.571211,-0.785097,-0.000137,-0.000075,-0.000164,-0.000059,-0.000329,0.000223,0.000381,0.001874,0.000658,-0.001495,-0.001123,-0.000849,0.000237,0.000307,-1.159609,-25.527151,0.115052,18.920183,0.937566,1.357599,-0.072654,-0.532385,-0.131810,-0.017865,0.239509,0.022256,-0.062809,-0.008839,-0.503070,-0.122506,0.011095,0.235837,0.023391,-0.063165,-0.008902,-0.029318,-0.009302,-0.028964,0.003671,-0.001135,0.000356,0.000063,0.000003,-0.000002,0.000003,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-25.203939,0.000148,18.518559,0.802105,1.665050,0.000009,-0.402549,-0.085840,-0.055435,0.182627,0.012986,-0.062828,-0.010015,-0.100521,-0.036666,0.066531,0.053210,0.010404,-0.000337,0.001113
0.025000,-0.000001,-0.000001,-0.000001,-1.570791,-0.000003,1.570792,-0.785297,0.000674,0.000146,0.000091,-1.571094,-0.000264,1.571217,-0.785092,-0.000149,-0.000082,-0.000178,-0.000064,-0.000356,0.000242,0.000414,0.001546,0.001090,-0.000996,0.000456,-0.001279,0.005751,0.002100,-1.159609,-25.554922,0.115052,18.868608,0.954961,1.331048,-0.119346,-0.520274,-0.156570,-0.044789,0.159669,0.030345,-0.201131,-0.035457,-0.489757,-0.146884,-0.014642,0.155846,0.031526,-0.201502,-0.035522,-0.030521,-0.009683,-0.030152,0.003822,-0.001181,0.000371,0.000066,0.000005,-0.000003,0.000005,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-25.204077,0.000152,18.518575,0.802103,1.665053,0.000010,-0.405025,-0.088290,-0.055507,0.181849,0.013066,-0.063766,-0.010220,-0.084732,-0.058595,0.040865,-0.026003,0.018460,-0.137736,-0.025303
0.026000,-0.000001,-0.000001,-0.000002,-1.570791,-0.000003,1.570792,-0.785296,0.000679,0.000147,0.000093,-1.571096,-0.000264,1.571216,-0.785097,-0.000161,-0.000088,-0.000193,-0.000069,-0.000385,0.000262,0.000447,0.001254,0.000728,-0.000106,-0.000346,-0.000905,0.003479,0.000033,-1.159609,-25.554922,0.091248,18.896379,0.954961,1.351190,-0.079063,-0.510900,-0.139646,-0.092278,0.201308,0.022212,-0.143613,-0.003683,-0.479180,-0.129579,-0.060942,0.197335,0.023439,-0.143998,-0.003752,-0.031723,-0.010065,-0.031339,0.003973,-0.001228,0.000385,0.000068,0.000003,-0.000002,0.000003,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-25.204110,0.000153,18.518589,0.802104,1.665049,0.000009,-0.408471,-0.088751,-0.056609,0.183456,0.013047,-0.063569,-0.009963,-0.070708,-0.040828,-0.004332,0.013879,0.010392,-0.080429,0.006211
0.027000,-0.000002,-0.000001,-0.000002,-1.570791,-0.000004,1.570793,-0.785296,0.000681,0.000147,0.000091,-1.571089,-0.000262,1.571216,-0.785090,-0.000173,-0.000095,-0.000208,-0.000074,-0.000415,0.000282,0.000482,0.003457,0.000487,-0.000070,0.002181,0.000002,0.007411,0.001336,-1.131838,-25.554922,0.091248,18.793230,0.937566,1.351190,-0.112022,-0.624233,-0.128498,-0.094851,0.070591,0.003309,-0.241421,-0.023021,-0.591313,-0.118032,-0.062329,0.066463,0.004583,-0.241820,-0.023092,-0.032923,-0.010445,-0.032525,0.004123,-0.001274,0.000400,0.000071,0.000003,-0.000021,0.000003,0.000005,0.000000,-0.000001,-0.000000,-0.000000,-25.204091,0.000153,18.518561,0.802104,1.665055,0.000010,-0.409798,-0.088943,-0.055448,0.179228,0.012931,-0.063587,-0.010277,-0.181515,-0.029089,-0.006881,-0.112766,-0.008348,-0.178233,-0.012815
