time,q_desired_1,q_desired_2,q_desired_3,q_desired_4,q_desired_5,q_desired_6,q_desired_7,q_actual_1,q_actual_2,q_actual_3,q_actual_4,q_actual_5,q_actual_6,q_actual_7,dq_desired_1,dq_desired_2,dq_desired_3,dq_desired_4,dq_desired_5,dq_desired_6,dq_desired_7,dq_actual_1,dq_actual_2,dq_actual_3,dq_actual_4,dq_actual_5,dq_actual_6,dq_actual_7,tau_J_1,tau_J_2,tau_J_3,tau_J_4,tau_J_5,tau_J_6,tau_J_7,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_cmd_7,tau_impedance_1,tau_impedance_2,tau_impedance_3,tau_impedance_4,tau_impedance_5,tau_impedance_6,tau_impedance_7,tau_inertia_1,tau_inertia_2,tau_inertia_3,tau_inertia_4,tau_inertia_5,tau_inertia_6,tau_inertia_7,tau_coriolis_1,tau_coriolis_2,tau_coriolis_3,tau_coriolis_4,tau_coriolis_5,tau_coriolis_6,tau_coriolis_7,tau_gravity_1,tau_gravity_2,tau_gravity_3,tau_gravity_4,tau_gravity_5,tau_gravity_6,tau_gravity_7,tau_k_1,tau_k_2,tau_k_3,tau_k_4,tau_k_5,tau_k_6,tau_k_7,tau_d_1,tau_d_2,tau_d_3,tau_d_4,tau_d_5,tau_d_6,tau_d_7
0.116000,-0.000121,-0.000066,-0.000145,-1.570842,-0.000289,1.570986,-0.784964,0.000933,0.000165,0.000114,-1.571136,-0.000290,1.571354,-0.785070,-0.003081,-0.001695,-0.003698,-0.001323,-0.007395,0.005020,0.008582,0.000465,0.001025,-0.001376,-0.000379,-0.002006,0.000700,0.000933,-1.405581,-25.808828,-0.162658,18.769426,0.883550,1.403375,0.019814,-0.943202,-0.317424,-0.403475,0.145977,-0.112935,0.054452,0.120305,-0.809282,-0.274937,-0.271178,0.129207,-0.107754,0.052825,0.120016,-0.133921,-0.042485,-0.132299,0.016771,-0.005181,0.001626,0.000289,0.000001,-0.000002,0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-25.204977,0.000172,18.518925,0.802088,1.665104,0.000014,-0.631983,-0.138974,-0.155080,0.176407,0.000027,-0.055167,0.005276,-0.177299,-0.135962,-0.116098,-0.047200,-0.107781,0.107993,0.114740
0.117000,-0.000124,-0.000068,-0.000148,-1.570843,-0.000297,1.570991,-0.784956,0.000933,0.000162,0.000117,-1.571134,-0.000294,1.571358,-0.785067,-0.003133,-0.001723,-0.003760,-0.001345,-0.007520,0.005105,0.008727,-0.000246,-0.000523,0.000289,0.000293,-0.001938,0.000544,0.001774,-1.381777,-25.757254,-0.214233,18.745623,0.895452,1.403375,-0.006736,-0.913487,-0.240651,-0.495272,0.109603,-0.116979,0.060732,0.110157,-0.778497,-0.197826,-0.361917,0.092699,-0.111756,0.059093,0.109865,-0.134990,-0.042825,-0.133356,0.016905,-0.005223,0.001639,0.000291,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-25.204843,0.000168,18.518905,0.802085,1.665110,0.000015,-0.634124,-0.137828,-0.159446,0.174608,-0.000119,-0.054938,0.005559,-0.144373,-0.059998,-0.202471,-0.081909,-0.111637,0.114031,0.104306
0.118000,-0.000127,-0.000070,-0.000152,-1.570844,-0.000304,1.570997,-0.784947,0.000934,0.000162,0.000119,-1.571134,-0.000296,1.571359,-0.785062,-0.003186,-0.001752,-0.003823,-0.001367,-0.007646,0.005190,0.008874,-0.000163,-0.000349,0.000843,0.000187,-0.001412,0.000420,0.003004,-1.381777,-25.757254,-0.242004,18.745623,0.895452,1.403375,-0.052512,-0.923642,-0.252200,-0.530566,0.113105,-0.130386,0.066570,0.094081,-0.787584,-0.209036,-0.396154,0.096066,-0.125122,0.064918,0.093787,-0.136059,-0.043163,-0.134411,0.017039,-0.005264,0.001652,0.000294,0.000000,-0.000001,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-25.204842,0.000168,18.518906,0.802085,1.665111,0.000015,-0.636446,-0.138871,-0.162876,0.173795,-0.000445,-0.054342,0.005744,-0.151138,-0.070165,-0.233278,-0.077729,-0.124677,0.119260,0.088043
0.119000,-0.000130,-0.000072,-0.000156,-1.570846,-0.000312,1.571002,-0.784938,0.000936,0.000162,0.000119,-1.571138,-0.000297,1.571361,-0.785064,-0.003239,-0.001781,-0.003887,-0.001390,-0.007773,0.005277,0.009021,0.000449,-0.000233,0.000562,-0.000438,-0.001269,0.000798,0.001351,-1.405581,-25.757254,-0.242004,18.769426,0.901861,1.390558,-0.032371,-0.961017,-0.260869,-0.523061,0.144792,-0.136166,0.059803,0.121643,-0.823891,-0.217366,-0.387595,0.127620,-0.130861,0.058138,0.121347,-0.137126,-0.043502,-0.135466,0.017172,-0.005305,0.001665,0.000296,0.000000,-0.000001,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-25.204859,0.000168,18.518923,0.802084,1.665110,0.000015,-0.639517,-0.139931,-0.165184,0.175211,-0.000777,-0.053830,0.006303,-0.184373,-0.077435,-0.222411,-0.047591,-0.130084,0.111968,0.115044
0.120000,-0.000133,-0.000073,-0.000160,-1.570847,-0.000320,1.571007,-0.784929,0.000933,0.000162,0.000117,-1.571139,-0.000297,1.571363,-0.785065,-0.003292,-0.001811,-0.003951,-0.001413,-0.007901,0.005364,0.009169,-0.000814,-0.000155,-0.000275,-0.000297,-0.000913,0.000090,0.000735,-1.357973,-25.757254,-0.214233,18.769426,0.901861,1.403375,-0.025962,-0.901615,-0.267629,-0.486651,0.136284,-0.146261,0.080210,0.133615,-0.763423,-0.223787,-0.350132,0.118978,-0.140914,0.078532,0.133317,-0.138192,-0.043840,-0.136519,0.017306,-0.005347,0.001678,0.000298,0.000000,-0.000001,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-25.204865,0.000168,18.518927,0.802084,1.665111,0.000015,-0.639520,-0.141008,-0.166364,0.174783,-0.001163,-0.053315,0.006793,-0.123903,-0.082779,-0.183768,-0.055805,-0.139751,0.131847,0.126523
0.121000,-0.000137,-0.000075,-0.000164,-1.570849,-0.000328,1.571013,-0.784919,0.000930,0.000162,0.000116,-1.571137,-0.000295,1.571361,-0.785069,-0.003346,-0.001840,-0.004015,-0.001436,-0.008030,0.005451,0.009319,-0.000542,-0.000103,-0.000740,0.000355,0.000019,0.004042,-0.000915,-1.357973,-25.757254,-0.190429,18.745623,0.883550,1.423517,0.013405,-0.919680,-0.273126,-0.469059,0.100934,-0.168019,-0.015428,0.161288,-0.780422,-0.228944,-0.331488,0.083494,-0.162631,-0.017119,0.160987,-0.139257,-0.044178,-0.137571,0.017439,-0.005388,0.001691,0.000301,-0.000000,-0.000004,-0.000000,0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-25.204860,0.000168,18.518920,0.802085,1.665111,0.000015,-0.640248,-0.142104,-0.167751,0.173064,-0.001661,-0.052334,0.007474,-0.140174,-0.086841,-0.163737,-0.089570,-0.160970,0.035215,0.153513
0.122000,-0.000140,-0.000077,-0.000168,-1.570850,-0.000336,1.571018,-0.784910,0.000930,0.000162,0.000114,-1.571135,-0.000296,1.571367,-0.785066,-0.003400,-0.001870,-0.004080,-0.001459,-0.008160,0.005539,0.009470,-0.000361,-0.000069,-0.001143,0.000884,-0.000466,0.003614,0.000413,-1.357973,-25.757254,-0.162658,18.717852,0.895452,1.409784,-0.013145,-0.934104,-0.277790,-0.454472,0.071487,-0.161297,-0.002431,0.143950,-0.793784,-0.233269,-0.315852,0.053914,-0.155868,-0.004135,0.143647,-0.140320,-0.044516,-0.138621,0.017572,-0.005429,0.001704,0.000303,0.000000,-0.000005,0.000000,0.000001,-0.000000,-0.000000,-0.000000,0.000000,-25.204857,0.000168,18.518916,0.802084,1.665115,0.000015,-0.641851,-0.143217,-0.169010,0.171072,-0.001999,-0.052270,0.007796,-0.151933,-0.090053,-0.146842,-0.117158,-0.153870,0.048135,0.135850
0.123000,-0.000143,-0.000079,-0.000172,-1.570852,-0.000344,1.571024,-0.784901,0.000931,0.000165,0.000116,-1.571134,-0.000294,1.571371,-0.785065,-0.003455,-0.001900,-0.004145,-0.001483,-0.008291,0.005628,0.009622,0.000316,0.001160,-0.000112,0.001144,0.000305,0.002717,0.000780,-1.381777,-25.808828,-0.190429,18.694048,0.878057,1.409784,-0.025962,-0.974684,-0.344395,-0.513964,0.055568,-0.179889,0.022410,0.141133,-0.833302,-0.299542,-0.374295,0.037863,-0.174419,0.020693,0.140828,-0.141382,-0.044853,-0.139670,0.017705,-0.005470,0.001717,0.000305,0.000001,-0.000000,0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-25.204977,0.000172,18.518927,0.802086,1.665117,0.000015,-0.644770,-0.146519,-0.172647,0.169202,-0.002507,-0.052087,0.008203,-0.188533,-0.153023,-0.201648,-0.131339,-0.171913,0.072780,0.132625
0.124000,-0.000147,-0.000081,-0.000176,-1.570853,-0.000353,1.571029,-0.784891,0.000932,0.000160,0.000114,-1.571134,-0.000295,1.571372,-0.785067,-0.003509,-0.001930,-0.004211,-0.001506,-0.008423,0.005718,0.009775,-0.000346,-0.000990,-0.000725,0.000761,-0.000022,0.002042,-0.001424,-1.357973,-25.733450,-0.162658,18.694048,0.883550,1.409784,0.027138,-0.947707,-0.236718,-0.489040,0.072773,-0.176427,0.042166,0.177117,-0.805266,-0.191526,-0.348324,0.054935,-0.170916,0.040437,0.176809,-0.142442,-0.045189,-0.140717,0.017838,-0.005511,0.001730,0.000307,0.000001,-0.000003,0.000001,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-25.204796,0.000166,18.518905,0.802085,1.665121,0.000015,-0.647088,-0.144494,-0.173985,0.168311,-0.002894,-0.051454,0.008823,-0.158178,-0.047031,-0.174339,-0.113376,-0.168023,0.091890,0.167986
0.125000,-0.000150,-0.000083,-0.000181,-1.570855,-0.000361,1.571035,-0.784881,0.000932,0.000162,0.000115,-1.571135,-0.000294,1.571376,-0.785062,-0.003565,-0.001961,-0.004278,-0.001530,-0.008556,0.005808,0.009929,0.000326,-0.000103,0.000723,-0.000050,0.000173,0.001534,0.000559,-1.381777,-25.757254,-0.214233,18.717852,0.878057,1.409784,-0.013145,-0.987404,-0.285078,-0.569247,0.112394,-0.183473,0.057428,0.149895,-0.843903,-0.239551,-0.427484,0.094423,-0.177922,0.055685,0.149586,-0.143501,-0.045525,-0.141763,0.017971,-0.005552,0.001743,0.000310,0.000000,-0.000001,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-25.204863,0.000168,18.518922,0.802085,1.665122,0.000015,-0.649345,-0.146664,-0.177425,0.168404,-0.003349,-0.051151,0.009039,-0.194558,-0.092888,-0.250059,-0.073981,-0.174573,0.106836,0.140546
0.126000,-0.000154,-0.000085,-0.000185,-1.570856,-0.000370,1.571041,-0.784871,0.000928,0.000162,0.000111,-1.571137,-0.000295,1.571381,-0.785060,-0.003621,-0.001991,-0.004345,-0.001554,-0.008689,0.005899,0.010085,-0.000989,-0.000069,-0.000724,-0.000034,-0.000337,0.006078,0.000860,-1.330202,-25.757254,-0.162658,18.717852,0.889959,1.403375,-0.025962,-0.925189,-0.289854,-0.501250,0.110895,-0.176347,-0.053766,0.148126,-0.780631,-0.243986,-0.358442,0.092790,-0.170754,-0.055522,0.147814,-0.144558,-0.045861,-0.142808,0.018103,-0.005593,0.001756,0.000312,-0.000000,-0.000007,-0.000000,0.000002,-0.000000,-0.000000,-0.000000,-0.000000,-25.204880,0.000168,18.518935,0.802085,1.665124,0.000016,-0.649040,-0.147850,-0.177414,0.168767,-0.003714,-0.051044,0.009451,-0.131591,-0.096137,-0.181028,-0.075977,-0.167040,-0.004478,0.138363
0.127000,-0.000158,-0.000087,-0.000189,-1.570858,-0.000378,1.571047,-0.784861,0.000928,0.000162,0.000109,-1.571140,-0.000295,1.571383,-0.785064,-0.003677,-0.002022,-0.004412,-0.001578,-0.008824,0.005990,0.010241,-0.000659,-0.000046,-0.001040,-0.000673,0.000003,0.004540,-0.000638,-1.330202,-25.757254,-0.138854,18.745623,0.883550,1.403375,0.006997,-0.947632,-0.294080,-0.491377,0.142417,-0.186375,-0.012345,0.173631,-0.802016,-0.247879,-0.347525,0.124180,-0.180741,-0.014114,0.173317,-0.145615,-0.046196,-0.143851,0.018235,-0.005634,0.001768,0.000314,-0.000001,-0.000005,-0.000001,0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-25.204894,0.000168,18.518947,0.802085,1.665123,0.000016,-0.651132,-0.149054,-0.178896,0.169426,-0.004187,-0.050373,0.010136,-0.150884,-0.098825,-0.168629,-0.045245,-0.176554,0.036260,0.163181
0.128000,-0.000161,-0.000089,-0.000194,-1.570859,-0.000387,1.571053,-0.784850,0.000926,0.000162,0.000107,-1.571137,-0.000298,1.571387,-0.785061,-0.003733,-0.002053,-0.004480,-0.001602,-0.008960,0.006083,0.010399,-0.000996,-0.000030,-0.001343,0.000757,-0.000005,0.003630,0.000328,-1.306399,-25.757254,-0.111083,18.694048,0.883550,1.396966,-0.013145,-0.935851,-0.297959,-0.482111,0.066834,-0.189260,0.012969,0.161915,-0.789182,-0.251420,-0.337218,0.048465,-0.183585,0.011188,0.161599,-0.146669,-0.046531,-0.144893,0.018367,-0.005674,0.001781,0.000317,0.000000,-0.000008,0.000000,0.000002,-0.000000,-0.000000,-0.000000,-0.000000,-25.204884,0.000168,18.518936,0.802083,1.665128,0.000016,-0.652321,-0.150276,-0.180348,0.166443,-0.004472,-0.050125,0.010538,-0.136861,-0.101144,-0.156871,-0.117978,-0.179113,0.061314,0.151061
0.129000,-0.000165,-0.000091,-0.000198,-1.570861,-0.000396,1.571059,-0.784840,0.000927,0.000163,0.000110,-1.571143,-0.000297,1.571386,-0.785059,-0.003790,-0.002085,-0.004548,-0.001627,-0.009097,0.006175,0.010557,-0.000107,0.000536,-0.002827,-0.000702,0.000636,0.001948,0.000936,-1.330202,-25.781057,-0.162658,18.745623,0.866155,1.417108,-0.032371,-0.987451,-0.330454,-0.417234,0.141238,-0.205345,0.058412,0.155594,-0.839727,-0.283581,-0.271299,0.122738,-0.199630,0.056618,0.155276,-0.147723,-0.046865,-0.145934,0.018499,-0.005715,0.001794,0.000319,-0.000001,-0.000009,-0.000001,0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-25.204963,0.000170,18.518967,0.802084,1.665123,0.000016,-0.655570,-0.152520,-0.185212,0.168981,-0.004967,-0.049054,0.010955,-0.184157,-0.131061,-0.086087,-0.046243,-0.194663,0.105672,0.144321
0.130000,-0.000169,-0.000093,-0.000203,-1.570863,-0.000406,1.571065,-0.784829,0.000929,0.000160,0.000109,-1.571142,-0.000299,1.571391,-0.785063,-0.003848,-0.002116,-0.004617,-0.001652,-0.009235,0.006269,0.010717,0.000578,-0.000756,-0.002703,0.000738,-0.000224,0.001776,-0.000593,-1.357973,-25.733450,-0.138854,18.694048,0.883550,1.409784,0.000588,-1.029099,-0.266998,-0.429656,0.066659,-0.191283,0.065345,0.181641,-0.880324,-0.219793,-0.282683,0.048027,-0.185528,0.063539,0.181320,-0.148774,-0.047199,-0.146973,0.018631,-0.005756,0.001807,0.000321,-0.000000,-0.000006,-0.000000,0.000001,-0.000000,-0.000000,-0.000000,0.000000,-25.204848,0.000166,18.518952,0.802083,1.665128,0.000016,-0.659027,-0.151776,-0.186954,0.167511,-0.005311,-0.048781,0.011669,-0.221298,-0.068017,-0.095729,-0.119484,-0.180217,0.112320,0.169650
0.131000,-0.000173,-0.000095,-0.000207,-1.570864,-0.000415,1.571072,-0.784819,0.000924,0.000163,0.000107,-1.571139,-0.000299,1.571392,-0.785058,-0.003906,-0.002148,-0.004687,-0.001676,-0.009374,0.006363,0.010878,-0.001378,0.000610,-0.001998,0.001049,-0.000152,0.001576,0.000117,-1.282595,-25.781057,-0.138854,18.670244,0.883550,1.403375,-0.013145,-0.934396,-0.340491,-0.470915,0.047344,-0.195995,0.073381,0.173724,-0.784570,-0.292947,-0.322904,0.028579,-0.190198,0.071562,0.173400,-0.149825,-0.047532,-0.148010,0.018763,-0.005796,0.001820,0.000323,-0.000001,-0.000012,-0.000001,0.000002,-0.000000,-0.000000,-0.000000,0.000000,-25.204956,0.000170,18.518956,0.802082,1.665129,0.000016,-0.658178,-0.155060,-0.188465,0.164832,-0.005770,-0.048119,0.011972,-0.126392,-0.137888,-0.134439,-0.136253,-0.184428,0.119682,0.161428
0.132000,-0.000177,-0.000097,-0.000212,-1.570866,-0.000424,1.571078,-0.784808,0.000924,0.000163,0.000104,-1.571142,-0.000301,1.571395,-0.785055,-0.003964,-0.002180,-0.004757,-0.001701,-0.009513,0.006458,0.011041,-0.000919,0.000406,-0.002129,0.000142,0.000337,0.000658,0.000555,-1.282595,-25.781057,-0.111083,18.694048,0.871648,1.417108,-0.025962,-0.963681,-0.333561,-0.470147,0.092554,-0.208994,0.099360,0.170010,-0.812806,-0.285686,-0.321099,0.073659,-0.203157,0.097528,0.169684,-0.150874,-0.047865,-0.149047,0.018894,-0.005837,0.001832,0.000326,-0.000001,-0.000009,-0.000001,0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-25.204974,0.000170,18.518971,0.802081,1.665129,0.000016,-0.660538,-0.156358,-0.189702,0.165835,-0.006147,-0.047477,0.012395,-0.152268,-0.129328,-0.131397,-0.092176,-0.197011,0.145006,0.157289
0.133000,-0.000181,-0.000099,-0.000217,-1.570868,-0.000434,1.571085,-0.784796,0.000926,0.000162,0.000104,-1.571143,-0.000299,1.571399,-0.785060,-0.004023,-0.002212,-0.004827,-0.001727,-0.009654,0.006554,0.011204,-0.006339,-0.000286,-0.001529,0.000095,0.000427,0.000525,-0.001324,-1.306399,-25.757254,-0.111083,18.694048,0.866155,1.417108,0.019814,-0.700030,-0.301258,-0.507391,0.093121,-0.214253,0.105386,0.201433,-0.548112,-0.253000,-0.357312,0.074085,-0.208376,0.103543,0.201106,-0.151921,-0.048198,-0.150082,0.019025,-0.005877,0.001845,0.000328,0.000004,-0.000061,0.000004,0.000010,-0.000000,-0.000002,-0.000000,-0.000000,-25.204922,0.000168,18.518969,0.802083,1.665132,0.000016,-0.663936,-0.156674,-0.192435,0.165144,-0.006762,-0.047161,0.013188,0.115824,-0.096326,-0.164877,-0.091059,-0.201614,0.150704,0.187918
0.134000,-0.000185,-0.000102,-0.000222,-1.570869,-0.000444,1.571091,-0.784785,0.000926,0.000163,0.000108,-1.571143,-0.000302,1.571402,-0.785053,-0.004082,-0.002245,-0.004898,-0.001752,-0.009796,0.006650,0.011368,-0.004750,0.000366,-0.000453,0.000063,-0.000158,0.000924,0.000339,-1.306399,-25.781057,-0.138854,18.694048,0.878057,1.403375,-0.013145,-0.785936,-0.338123,-0.571126,0.092630,-0.205739,0.098379,0.179169,-0.632964,-0.289568,-0.420007,0.073470,-0.199821,0.096523,0.178839,-0.152968,-0.048529,-0.151115,0.019156,-0.005918,0.001858,0.000330,-0.000004,-0.000027,-0.000004,0.000004,-0.000000,-0.000001,-0.000000,-0.000000,-25.204978,0.000170,18.518980,0.802080,1.665133,0.000017,-0.666367,-0.159013,-0.197753,0.164213,-0.007058,-0.046620,0.013404,0.033403,-0.130555,-0.222254,-0.090744,-0.192763,0.143142,0.165435
0.135000,-0.000189,-0.000104,-0.000227,-1.570871,-0.000453,1.571098,-0.784774,0.000924,0.000162,0.000107,-1.571143,-0.000303,1.571406,-0.785054,-0.004141,-0.002278,-0.004969,-0.001777,-0.009938,0.006747,0.011534,-0.004116,-0.000313,-0.001014,0.000042,0.000131,0.000902,-0.000281,-1.282595,-25.757254,-0.111083,18.694048,0.871648,1.396966,0.000588,-0.823095,-0.306499,-0.549882,0.091518,-0.214899,0.101706,0.191561,-0.669085,-0.257612,-0.397737,0.072226,-0.208941,0.099836,0.191228,-0.154012,-0.048861,-0.152147,0.019287,-0.005958,0.001870,0.000332,0.000002,-0.000026,0.000002,0.000004,-0.000000,-0.000001,-0.000000,0.000000,-25.204925,0.000168,18.518976,0.802080,1.665137,0.000017,-0.667832,-0.159367,-0.199954,0.163192,-0.007545,-0.046272,0.013998,-0.001253,-0.098245,-0.197784,-0.090966,-0.201396,0.146108,0.177231
0.136000,-0.000193,-0.000106,-0.000232,-1.570873,-0.000463,1.571105,-0.784762,0.000922,0.000163,0.000103,-1.571141,-0.000305,1.571409,-0.785057,-0.004201,-0.002310,-0.005041,-0.001803,-0.010082,0.006844,0.011701,-0.003595,0.000348,-0.001279,0.000585,0.000290,0.004687,-0.001408,-1.258791,-25.781057,-0.087279,18.670244,0.866155,1.409784,0.033547,-0.854668,-0.343906,-0.542093,0.061162,-0.221350,0.010097,0.211701,-0.699609,-0.294688,-0.388912,0.041739,-0.215351,0.008215,0.211367,-0.155056,-0.049192,-0.153178,0.019418,-0.005998,0.001883,0.000335,-0.000003,-0.000026,-0.000003,0.000005,-0.000001,-0.000001,-0.000000,-0.000000,-25.204981,0.000170,18.518978,0.802079,1.665139,0.000017,-0.669332,-0.161746,-0.200813,0.161128,-0.007903,-0.045699,0.014743,-0.030277,-0.132942,-0.188099,-0.119389,-0.207448,0.053914,0.196624
0.137000,-0.000197,-0.000109,-0.000237,-1.570875,-0.000474,1.571112,-0.784750,0.000922,0.000167,0.000104,-1.571145,-0.000307,1.571409,-0.785054,-0.004261,-0.002344,-0.005113,-0.001829,-0.010227,0.006942,0.011868,-0.002618,0.001439,-0.000331,-0.000724,-0.000010,0.003021,0.000045,-1.258791,-25.832632,-0.111083,18.717852,0.871648,1.423517,0.006997,-0.910144,-0.403960,-0.597824,0.126342,-0.218686,0.055273,0.192860,-0.754037,-0.354428,-0.443607,0.106794,-0.212647,0.053378,0.192524,-0.156099,-0.049523,-0.154208,0.019548,-0.006039,0.001896,0.000337,-0.000009,-0.000010,-0.000009,0.000000,-0.000000,-0.000001,-0.000000,-0.000000,-25.205120,0.000173,18.519007,0.802078,1.665134,0.000017,-0.671871,-0.165314,-0.204481,0.162047,-0.008322,-0.044657,0.015179,-0.082166,-0.189114,-0.239126,-0.055253,-0.204325,0.098034,0.177344
0.138000,-0.000202,-0.000111,-0.000242,-1.570877,-0.000484,1.571119,-0.784738,0.000922,0.000162,0.000104,-1.571143,-0.000306,1.571415,-0.785053,-0.004322,-0.002377,-0.005186,-0.001855,-0.010372,0.007041,0.012037,-0.001911,-0.000804,-0.000247,0.000074,0.000434,0.002080,0.000268,-1.258791,-25.757254,-0.111083,18.694048,0.859746,1.429925,0.000588,-0.952126,-0.292057,-0.609646,0.083162,-0.231077,0.081396,0.192618,-0.794990,-0.242198,-0.454414,0.063483,-0.224998,0.079488,0.192279,-0.157138,-0.049853,-0.155235,0.019679,-0.006079,0.001908,0.000339,0.000003,-0.000005,0.000003,0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-25.204934,0.000168,18.518982,0.802078,1.665143,0.000017,-0.674446,-0.163556,-0.207444,0.159941,-0.008884,-0.044540,0.015739,-0.120545,-0.078642,-0.246970,-0.096458,-0.216114,0.124028,0.176539
0.139000,-0.000206,-0.000113,-0.000247,-1.570878,-0.000494,1.571126,-0.784726,0.000922,0.000162,0.000100,-1.571147,-0.000310,1.571416,-0.785051,-0.004383,-0.002411,-0.005259,-0.001881,-0.010519,0.007141,0.012207,-0.001398,-0.000536,-0.003868,-0.000507,0.000051,0.001105,-0.000296,-1.258791,-25.757254,-0.087279,18.717852,0.866155,1.443658,0.013405,-0.984467,-0.308926,-0.434089,0.112234,-0.226725,0.109201,0.204143,-0.826289,-0.258716,-0.277827,0.092421,-0.220606,0.107281,0.203802,-0.158177,-0.050183,-0.156262,0.019809,-0.006119,0.001921,0.000341,0.000000,-0.000028,0.000000,0.000005,-0.000000,-0.000001,-0.000000,-0.000000,-25.204955,0.000168,18.518999,0.802076,1.665141,0.000017,-0.677057,-0.164992,-0.208255,0.161111,-0.009204,-0.043594,0.016255,-0.149232,-0.093723,-0.069573,-0.068690,-0.211402,0.150875,0.187547
0.140000,-0.000210,-0.000116,-0.000252,-1.570880,-0.000505,1.571133,-0.784714,0.000922,0.000163,0.000096,-1.571146,-0.000311,1.571422,-0.785050,-0.004444,-0.002444,-0.005333,-0.001908,-0.010666,0.007241,0.012379,-0.001025,0.000199,-0.004060,0.000219,0.000034,0.001416,-0.000197,-1.258791,-25.781057,-0.035705,18.694048,0.866155,1.429925,0.013405,-1.009870,-0.350179,-0.429747,0.073040,-0.229843,0.104205,0.205792,-0.850653,-0.299640,-0.272459,0.053097,-0.223684,0.102273,0.205448,-0.159216,-0.050513,-0.157287,0.019939,-0.006159,0.001934,0.000344,-0.000001,-0.000026,-0.000001,0.000004,-0.000000,-0.000001,-0.000000,-0.000000,-25.205017,0.000169,18.519005,0.802075,1.665144,0.000018,-0.679705,-0.167451,-0.208821,0.159401,-0.009678,-0.043336,0.016816,-0.170948,-0.132189,-0.063639,-0.106304,-0.214005,0.145609,0.188633
0.141000,-0.000215,-0.000118,-0.000258,-1.570882,-0.000516,1.571140,-0.784701,0.000924,0.000163,0.000094,-1.571148,-0.000310,1.571426,-0.785052,-0.004506,-0.002478,-0.005407,-0.001934,-0.010815,0.007341,0.012551,-0.000197,0.000133,-0.003470,-0.000411,0.000463,0.001072,-0.001860,-1.282595,-25.781057,-0.011901,18.717852,0.854253,1.429925,0.060097,-1.059121,-0.350349,-0.466064,0.103317,-0.242023,0.115748,0.234035,-0.898868,-0.299494,-0.307752,0.083246,-0.235824,0.113803,0.233690,-0.160252,-0.050842,-0.158311,0.020069,-0.006199,0.001946,0.000346,-0.000001,-0.000013,-0.000001,0.000002,-0.000000,-0.000000,-0.000000,0.000000,-25.205030,0.000169,18.519016,0.802076,1.665146,0.000018,-0.683392,-0.168928,-0.210894,0.159394,-0.010263,-0.042929,0.017519,-0.215476,-0.130566,-0.096858,-0.076148,-0.225561,0.156732,0.216170
0.142000,-0.000219,-0.000121,-0.000263,-1.570884,-0.000527,1.571147,-0.784689,0.000920,0.000165,0.000094,-1.571148,-0.000313,1.571431,-0.785050,-0.004568,-0.002513,-0.005482,-0.001961,-0.010964,0.007443,0.012724,-0.001390,0.000738,-0.002468,-0.000274,-0.000335,0.000811,0.004828,-1.231020,-25.808828,-0.011901,18.717852,0.871648,1.429925,0.027138,-1.004157,-0.385323,-0.524135,0.094138,-0.229517,0.125235,0.136864,-0.842866,-0.334138,-0.364799,0.073938,-0.223277,0.123277,0.136516,-0.161287,-0.051171,-0.159334,0.020198,-0.006239,0.001959,0.000348,-0.000003,-0.000015,-0.000003,0.000002,-0.000000,-0.000001,-0.000000,-0.000000,-25.205101,0.000171,18.519028,0.802075,1.665148,0.000018,-0.683943,-0.171594,-0.214112,0.158273,-0.010705,-0.042526,0.018069,-0.158923,-0.162543,-0.150687,-0.084336,-0.212573,0.165803,0.118446
0.143000,-0.000224,-0.000123,-0.000269,-1.570886,-0.000538,1.571155,-0.784676,0.000920,0.000162,0.000093,-1.571152,-0.000314,1.571438,-0.785044,-0.004631,-0.002547,-0.005557,-0.001988,-0.011115,0.007545,0.012899,-0.000966,-0.000714,-0.001205,-0.000832,0.000217,0.005067,0.004877,-1.231020,-25.757254,-0.035705,18.745623,0.859746,1.436334,-0.006736,-1.032280,-0.314088,-0.595105,0.122123,-0.244072,0.021447,0.139069,-0.869959,-0.262582,-0.434750,0.101794,-0.237793,0.019476,0.138719,-0.162320,-0.051499,-0.160355,0.020328,-0.006279,0.001971,0.000350,-0.000000,-0.000007,-0.000000,0.000002,-0.000000,-0.000000,-0.000000,-0.000000,-25.204999,0.000168,18.519035,0.802073,1.665153,0.000018,-0.686703,-0.170941,-0.217131,0.159562,-0.011161,-0.042484,0.018395,-0.183256,-0.091641,-0.217619,-0.057768,-0.226632,0.061960,0.120324
