time,px,py,pz,vx,vy,vz,ax,ay,az
1.217000,0.139428,0.000000,0.000000,0.170257,0.000000,0.000000,-0.155086,-0.000000,-0.000000
1.218000,0.139598,0.000000,0.000000,0.170102,0.000000,0.000000,-0.155730,-0.000000,-0.000000
1.219000,0.139768,0.000000,0.000000,0.169946,0.000000,0.000000,-0.156372,-0.000000,-0.000000
1.220000,0.139938,0.000000,0.000000,0.169789,0.000000,0.000000,-0.157014,-0.000000,-0.000000
1.221000,0.140108,0.000000,0.000000,0.169632,0.000000,0.000000,-0.157655,-0.000000,-0.000000
1.222000,0.140278,0.000000,0.000000,0.169474,0.000000,0.000000,-0.158294,-0.000000,-0.000000
1.223000,0.140447,0.000000,0.000000,0.169315,0.000000,0.000000,-0.158933,-0.000000,-0.000000
1.224000,0.140616,0.000000,0.000000,0.169156,0.000000,0.000000,-0.159570,-0.000000,-0.000000
1.225000,0.140785,0.000000,0.000000,0.168996,0.000000,0.000000,-0.160207,-0.000000,-0.000000
1.226000,0.140954,0.000000,0.000000,0.168836,0.000000,0.000000,-0.160843,-0.000000,-0.000000
1.227000,0.141123,0.000000,0.000000,0.168674,0.000000,0.000000,-0.161477,-0.000000,-0.000000
1.228000,0.141292,0.000000,0.000000,0.168513,0.000000,0.000000,-0.162111,-0.000000,-0.000000
1.229000,0.141460,0.000000,0.000000,0.168350,0.000000,0.000000,-0.162743,-0.000000,-0.000000
1.230000,0.141628,0.000000,0.000000,0.168187,0.000000,0.000000,-0.163375,-0.000000,-0.000000
1.231000,0.141796,0.000000,0.000000,0.168024,0.000000,0.000000,-0.164005,-0.000000,-0.000000
1.232000,0.141964,0.000000,0.000000,0.167859,0.000000,0.000000,-0.164635,-0.000000,-0.000000
1.233000,0.142132,0.000000,0.000000,0.167694,0.000000,0.000000,-0.165263,-0.000000,-0.000000
1.234000,0.142300,0.000000,0.000000,0.167529,0.000000,0.000000,-0.165890,-0.000000,-0.000000
1.235000,0.142467,0.000000,0.000000,0.167362,0.000000,0.000000,-0.166517,-0.000000,-0.000000
1.236000,0.142634,0.000000,0.000000,0.167196,0.000000,0.000000,-0.167142,-0.000000,-0.000000
1.237000,0.142802,0.000000,0.000000,0.167028,0.000000,0.000000,-0.167766,-0.000000,-0.000000
1.238000,0.142968,0.000000,0.000000,0.166860,0.000000,0.000000,-0.168389,-0.000000,-0.000000
1.239000,0.143135,0.000000,0.000000,0.166691,0.000000,0.000000,-0.169011,-0.000000,-0.000000
1.240000,0.143302,0.000000,0.000000,0.166522,0.000000,0.000000,-0.169632,-0.000000,-0.000000
1.241000,0.143468,0.000000,0.000000,0.166352,0.000000,0.000000,-0.170252,-0.000000,-0.000000
1.242000,0.143635,0.000000,0.000000,0.166182,0.000000,0.000000,-0.170871,-0.000000,-0.000000
1.243000,0.143801,0.000000,0.000000,0.166010,0.000000,0.000000,-0.171488,-0.000000,-0.000000
1.244000,0.143967,0.000000,0.000000,0.165839,0.000000,0.000000,-0.172105,-0.000000,-0.000000
1.245000,0.144132,0.000000,0.000000,0.165666,0.000000,0.000000,-0.172720,-0.000000,-0.000000
1.246000,0.144298,0.000000,0.000000,0.165493,0.000000,0.000000,-0.173335,-0.000000,-0.000000
1.247000,0.144463,0.000000,0.000000,0.165320,0.000000,0.000000,-0.173948,-0.000000,-0.000000
1.248000,0.144629,0.000000,0.000000,0.165145,0.000000,0.000000,-0.174560,-0.000000,-0.000000
1.249000,0.144794,0.000000,0.000000,0.164970,0.000000,0.000000,-0.175171,-0.000000,-0.000000
1.250000,0.144958,0.000000,0.000000,0.164795,0.000000,0.000000,-0.175781,-0.000000,-0.000000
1.251000,0.145123,0.000000,0.000000,0.164619,0.000000,0.000000,-0.176390,-0.000000,-0.000000
1.252000,0.145288,0.000000,0.000000,0.164442,0.000000,0.000000,-0.176998,-0.000000,-0.000000
1.253000,0.145452,0.000000,0.000000,0.164265,0.000000,0.000000,-0.177604,-0.000000,-0.000000
1.254000,0.145616,0.000000,0.000000,0.164087,0.000000,0.000000,-0.178210,-0.000000,-0.000000
1.255000,0.145780,0.000000,0.000000,0.163908,0.000000,0.000000,-0.178814,-0.000000,-0.000000
1.256000,0.145944,0.000000,0.000000,0.163729,0.000000,0.000000,-0.179417,-0.000000,-0.000000
1.257000,0.146108,0.000000,0.000000,0.163550,0.000000,0.000000,-0.180019,-0.000000,-0.000000
1.258000,0.146271,0.000000,0.000000,0.163369,0.000000,0.000000,-0.180620,-0.000000,-0.000000
1.259000,0.146434,0.000000,0.000000,0.163188,0.000000,0.000000,-0.181220,-0.000000,-0.000000
1.260000,0.146598,0.000000,0.000000,0.163007,0.000000,0.000000,-0.181818,-0.000000,-0.000000
1.261000,0.146760,0.000000,0.000000,0.162825,0.000000,0.000000,-0.182415,-0.000000,-0.000000
1.262000,0.146923,0.000000,0.000000,0.162642,0.000000,0.000000,-0.183011,-0.000000,-0.000000
1.263000,0.147086,0.000000,0.000000,0.162459,0.000000,0.000000,-0.183606,-0.000000,-0.000000
1.264000,0.147248,0.000000,0.000000,0.162275,0.000000,0.000000,-0.184200,-0.000000,-0.000000
1.265000,0.147410,0.000000,0.000000,0.162090,0.000000,0.000000,-0.184793,-0.000000,-0.000000
1.266000,0.147572,0.000000,0.000000,0.161905,0.000000,0.000000,-0.185384,-0.000000,-0.000000
1.267000,0.147734,0.000000,0.000000,0.161720,0.000000,0.000000,-0.185974,-0.000000,-0.000000
1.268000,0.147896,0.000000,0.000000,0.161533,0.000000,0.000000,-0.186563,-0.000000,-0.000000
1.269000,0.148057,0.000000,0.000000,0.161346,0.000000,0.000000,-0.187151,-0.000000,-0.000000
1.270000,0.148218,0.000000,0.000000,0.161159,0.000000,0.000000,-0.187738,-0.000000,-0.000000
1.271000,0.148379,0.000000,0.000000,0.160971,0.000000,0.000000,-0.188323,-0.000000,-0.000000
1.272000,0.148540,0.000000,0.000000,0.160782,0.000000,0.000000,-0.188907,-0.000000,-0.000000
1.273000,0.148701,0.000000,0.000000,0.160593,0.000000,0.000000,-0.189490,-0.000000,-0.000000
1.274000,0.148862,0.000000,0.000000,0.160403,0.000000,0.000000,-0.190072,-0.000000,-0.000000
1.275000,0.149022,0.000000,0.000000,0.160213,0.000000,0.000000,-0.190652,-0.000000,-0.000000
1.276000,0.149182,0.000000,0.000000,0.160022,0.000000,0.000000,-0.191232,-0.000000,-0.000000
1.277000,0.149342,0.000000,0.000000,0.159831,0.000000,0.000000,-0.191810,-0.000000,-0.000000
1.278000,0.149502,0.000000,0.000000,0.159638,0.000000,0.000000,-0.192386,-0.000000,-0.000000
1.279000,0.149661,0.000000,0.000000,0.159446,0.000000,0.000000,-0.192962,-0.000000,-0.000000
1.280000,0.149821,0.000000,0.000000,0.159252,0.000000,0.000000,-0.193536,-0.000000,-0.000000
1.281000,0.149980,0.000000,0.000000,0.159059,0.000000,0.000000,-0.194109,-0.000000,-0.000000
1.282000,0.150139,0.000000,0.000000,0.158864,0.000000,0.000000,-0.194681,-0.000000,-0.000000
1.283000,0.150297,0.000000,0.000000,0.158669,0.000000,0.000000,-0.195251,-0.000000,-0.000000
1.284000,0.150456,0.000000,0.000000,0.158474,0.000000,0.000000,-0.195820,-0.000000,-0.000000
1.285000,0.150614,0.000000,0.000000,0.158278,0.000000,0.000000,-0.196388,-0.000000,-0.000000
1.286000,0.150773,0.000000,0.000000,0.158081,0.000000,0.000000,-0.196955,-0.000000,-0.000000
1.287000,0.150931,0.000000,0.000000,0.157884,0.000000,0.000000,-0.197520,-0.000000,-0.000000
1.288000,0.151088,0.000000,0.000000,0.157686,0.000000,0.000000,-0.198084,-0.000000,-0.000000
1.289000,0.151246,0.000000,0.000000,0.157488,0.000000,0.000000,-0.198647,-0.000000,-0.000000
1.290000,0.151403,0.000000,0.000000,0.157289,0.000000,0.000000,-0.199208,-0.000000,-0.000000
1.291000,0.151560,0.000000,0.000000,0.157089,0.000000,0.000000,-0.199768,-0.000000,-0.000000
1.292000,0.151717,0.000000,0.000000,0.156889,0.000000,0.000000,-0.200327,-0.000000,-0.000000
1.293000,0.151874,0.000000,0.000000,0.156689,0.000000,0.000000,-0.200885,-0.000000,-0.000000
1.294000,0.152031,0.000000,0.000000,0.156487,0.000000,0.000000,-0.201441,-0.000000,-0.000000
1.295000,0.152187,0.000000,0.000000,0.156286,0.000000,0.000000,-0.201996,-0.000000,-0.000000
1.296000,0.152343,0.000000,0.000000,0.156083,0.000000,0.000000,-0.202549,-0.000000,-0.000000
1.297000,0.152499,0.000000,0.000000,0.155881,0.000000,0.000000,-0.203101,-0.000000,-0.000000
1.298000,0.152655,0.000000,0.000000,0.155677,0.000000,0.000000,-0.203652,-0.000000,-0.000000
1.299000,0.152811,0.000000,0.000000,0.155473,0.000000,0.000000,-0.204202,-0.000000,-0.000000
1.300000,0.152966,0.000000,0.000000,0.155269,0.000000,0.000000,-0.204750,-0.000000,-0.000000
1.301000,0.153121,0.000000,0.000000,0.155064,0.000000,0.000000,-0.205297,-0.000000,-0.000000
1.302000,0.153276,0.000000,0.000000,0.154858,0.000000,0.000000,-0.205842,-0.000000,-0.000000
1.303000,0.153431,0.000000,0.000000,0.154652,0.000000,0.000000,-0.206386,-0.000000,-0.000000
1.304000,0.153586,0.000000,0.000000,0.154445,0.000000,0.000000,-0.206929,-0.000000,-0.000000
1.305000,0.153740,0.000000,0.000000,0.154238,0.000000,0.000000,-0.207471,-0.000000,-0.000000
1.306000,0.153894,0.000000,0.000000,0.154030,0.000000,0.000000,-0.208011,-0.000000,-0.000000
1.307000,0.154048,0.000000,0.000000,0.153822,0.000000,0.000000,-0.208549,-0.000000,-0.000000
1.308000,0.154202,0.000000,0.000000,0.153613,0.000000,0.000000,-0.209086,-0.000000,-0.000000
1.309000,0.154355,0.000000,0.000000,0.153404,0.000000,0.000000,-0.209622,-0.000000,-0.000000
1.310000,0.154508,0.000000,0.000000,0.153194,0.000000,0.000000,-0.210157,-0.000000,-0.000000
1.311000,0.154662,0.000000,0.000000,0.152984,0.000000,0.000000,-0.210690,-0.000000,-0.000000
1.312000,0.154814,0.000000,0.000000,0.152773,0.000000,0.000000,-0.211222,-0.000000,-0.000000
1.313000,0.154967,0.000000,0.000000,0.152561,0.000000,0.000000,-0.211752,-0.000000,-0.000000
1.314000,0.155120,0.000000,0.000000,0.152349,0.000000,0.000000,-0.212281,-0.000000,-0.000000
1.315000,0.155272,0.000000,0.000000,0.152137,0.000000,0.000000,-0.212808,-0.000000,-0.000000
1.316000,0.155424,0.000000,0.000000,0.151924,0.000000,0.000000,-0.213334,-0.000000,-0.000000
1.317000,0.155576,0.000000,0.000000,0.151710,0.000000,0.000000,-0.213859,-0.000000,-0.000000
1.318000,0.155727,0.000000,0.000000,0.151496,0.000000,0.000000,-0.214382,-0.000000,-0.000000
1.319000,0.155879,0.000000,0.000000,0.151281,0.000000,0.000000,-0.214904,-0.000000,-0.000000
1.320000,0.156030,0.000000,0.000000,0.151066,0.000000,0.000000,-0.215424,-0.000000,-0.000000
1.321000,0.156181,0.000000,0.000000,0.150850,0.000000,0.000000,-0.215943,-0.000000,-0.000000
1.322000,0.156332,0.000000,0.000000,0.150634,0.000000,0.000000,-0.216460,-0.000000,-0.000000
1.323000,0.156482,0.000000,0.000000,0.150417,0.000000,0.000000,-0.216976,-0.000000,-0.000000
1.324000,0.156632,0.000000,0.000000,0.150200,0.000000,0.000000,-0.217491,-0.000000,-0.000000
1.325000,0.156782,0.000000,0.000000,0.149982,0.000000,0.000000,-0.218004,-0.000000,-0.000000
1.326000,0.156932,0.000000,0.000000,0.149764,0.000000,0.000000,-0.218516,-0.000000,-0.000000
1.327000,0.157082,0.000000,0.000000,0.149545,0.000000,0.000000,-0.219026,-0.000000,-0.000000
1.328000,0.157231,0.000000,0.000000,0.149326,0.000000,0.000000,-0.219534,-0.000000,-0.000000
1.329000,0.157381,0.000000,0.000000,0.149106,0.000000,0.000000,-0.220042,-0.000000,-0.000000
1.330000,0.157530,0.000000,0.000000,0.148886,0.000000,0.000000,-0.220547,-0.000000,-0.000000
1.331000,0.157678,0.000000,0.000000,0.148665,0.000000,0.000000,-0.221051,-0.000000,-0.000000
1.332000,0.157827,0.000000,0.000000,0.148444,0.000000,0.000000,-0.221554,-0.000000,-0.000000
1.333000,0.157975,0.000000,0.000000,0.148222,0.000000,0.000000,-0.222055,-0.000000,-0.000000
1.334000,0.158123,0.000000,0.000000,0.148000,0.000000,0.000000,-0.222555,-0.000000,-0.000000
1.335000,0.158271,0.000000,0.000000,0.147777,0.000000,0.000000,-0.223053,-0.000000,-0.000000
1.336000,0.158419,0.000000,0.000000,0.147554,0.000000,0.000000,-0.223550,-0.000000,-0.000000
1.337000,0.158566,0.000000,0.000000,0.147330,0.000000,0.000000,-0.224045,-0.000000,-0.000000
1.338000,0.158714,0.000000,0.000000,0.147106,0.000000,0.000000,-0.224539,-0.000000,-0.000000
1.339000,0.158861,0.000000,0.000000,0.146881,0.000000,0.000000,-0.225031,-0.000000,-0.000000
1.340000,0.159007,0.000000,0.000000,0.146656,0.000000,0.000000,-0.225522,-0.000000,-0.000000
1.341000,0.159154,0.000000,0.000000,0.146430,0.000000,0.000000,-0.226011,-0.000000,-0.000000
1.342000,0.159300,0.000000,0.000000,0.146204,0.000000,0.000000,-0.226499,-0.000000,-0.000000
1.343000,0.159446,0.000000,0.000000,0.145977,0.000000,0.000000,-0.226985,-0.000000,-0.000000
1.344000,0.159592,0.000000,0.000000,0.145750,0.000000,0.000000,-0.227469,-0.000000,-0.000000
1.345000,0.159738,0.000000,0.000000,0.145522,0.000000,0.000000,-0.227952,-0.000000,-0.000000
1.346000,0.159883,0.000000,0.000000,0.145294,0.000000,0.000000,-0.228434,-0.000000,-0.000000
1.347000,0.160028,0.000000,0.000000,0.145065,0.000000,0.000000,-0.228914,-0.000000,-0.000000
1.348000,0.160173,0.000000,0.000000,0.144836,0.000000,0.000000,-0.229392,-0.000000,-0.000000
1.349000,0.160318,0.000000,0.000000,0.144606,0.000000,0.000000,-0.229869,-0.000000,-0.000000
1.350000,0.160463,0.000000,0.000000,0.144376,0.000000,0.000000,-0.230344,-0.000000,-0.000000
1.351000,0.160607,0.000000,0.000000,0.144146,0.000000,0.000000,-0.230817,-0.000000,-0.000000
1.352000,0.160751,0.000000,0.000000,0.143915,0.000000,0.000000,-0.231289,-0.000000,-0.000000
1.353000,0.160895,0.000000,0.000000,0.143683,0.000000,0.000000,-0.231760,-0.000000,-0.000000
1.354000,0.161038,0.000000,0.000000,0.143451,0.000000,0.000000,-0.232229,-0.000000,-0.000000
1.355000,0.161182,0.000000,0.000000,0.143219,0.000000,0.000000,-0.232696,-0.000000,-0.000000
1.356000,0.161325,0.000000,0.000000,0.142986,0.000000,0.000000,-0.233161,-0.000000,-0.000000
1.357000,0.161468,0.000000,0.000000,0.142752,0.000000,0.000000,-0.233626,-0.000000,-0.000000
1.358000,0.161610,0.000000,0.000000,0.142518,0.000000,0.000000,-0.234088,-0.000000,-0.000000
1.359000,0.161753,0.000000,0.000000,0.142284,0.000000,0.000000,-0.234549,-0.000000,-0.000000
1.360000,0.161895,0.000000,0.000000,0.142049,0.000000,0.000000,-0.235008,-0.000000,-0.000000
1.361000,0.162037,0.000000,0.000000,0.141814,0.000000,0.000000,-0.235466,-0.000000,-0.000000
1.362000,0.162178,0.000000,0.000000,0.141578,0.000000,0.000000,-0.235922,-0.000000,-0.000000
1.363000,0.162320,0.000000,0.000000,0.141342,0.000000,0.000000,-0.236376,-0.000000,-0.000000
1.364000,0.162461,0.000000,0.000000,0.141106,0.000000,0.000000,-0.236829,-0.000000,-0.000000
1.365000,0.162602,0.000000,0.000000,0.140869,0.000000,0.000000,-0.237280,-0.000000,-0.000000
1.366000,0.162743,0.000000,0.000000,0.140631,0.000000,0.000000,-0.237729,-0.000000,-0.000000
1.367000,0.162883,0.000000,0.000000,0.140393,0.000000,0.000000,-0.238177,-0.000000,-0.000000
1.368000,0.163024,0.000000,0.000000,0.140155,0.000000,0.000000,-0.238623,-0.000000,-0.000000
1.369000,0.163164,0.000000,0.000000,0.139916,0.000000,0.000000,-0.239067,-0.000000,-0.000000
1.370000,0.163303,0.000000,0.000000,0.139677,0.000000,0.000000,-0.239510,-0.000000,-0.000000
1.371000,0.163443,0.000000,0.000000,0.139437,0.000000,0.000000,-0.239951,-0.000000,-0.000000
1.372000,0.163582,0.000000,0.000000,0.139197,0.000000,0.000000,-0.240391,-0.000000,-0.000000
1.373000,0.163721,0.000000,0.000000,0.138956,0.000000,0.000000,-0.240829,-0.000000,-0.000000
1.374000,0.163860,0.000000,0.000000,0.138715,0.000000,0.000000,-0.241265,-0.000000,-0.000000
1.375000,0.163999,0.000000,0.000000,0.138474,0.000000,0.000000,-0.241699,-0.000000,-0.000000
1.376000,0.164137,0.000000,0.000000,0.138232,0.000000,0.000000,-0.242132,-0.000000,-0.000000
1.377000,0.164275,0.000000,0.000000,0.137989,0.000000,0.000000,-0.242563,-0.000000,-0.000000
1.378000,0.164413,0.000000,0.000000,0.137746,0.000000,0.000000,-0.242992,-0.000000,-0.000000
1.379000,0.164551,0.000000,0.000000,0.137503,0.000000,0.000000,-0.243420,-0.000000,-0.000000
1.380000,0.164688,0.000000,0.000000,0.137260,0.000000,0.000000,-0.243846,-0.000000,-0.000000
1.381000,0.164825,0.000000,0.000000,0.137016,0.000000,0.000000,-0.244270,-0.000000,-0.000000
1.382000,0.164962,0.000000,0.000000,0.136771,0.000000,0.000000,-0.244693,-0.000000,-0.000000
1.383000,0.165099,0.000000,0.000000,0.136526,0.000000,0.000000,-0.245114,-0.000000,-0.000000
1.384000,0.165235,0.000000,0.000000,0.136281,0.000000,0.000000,-0.245533,-0.000000,-0.000000
1.385000,0.165371,0.000000,0.000000,0.136035,0.000000,0.000000,-0.245950,-0.000000,-0.000000
1.386000,0.165507,0.000000,0.000000,0.135789,0.000000,0.000000,-0.246366,-0.000000,-0.000000
1.387000,0.165643,0.000000,0.000000,0.135542,0.000000,0.000000,-0.246780,-0.000000,-0.000000
1.388000,0.165778,0.000000,0.000000,0.135295,0.000000,0.000000,-0.247192,-0.000000,-0.000000
1.389000,0.165914,0.000000,0.000000,0.135048,0.000000,0.000000,-0.247602,-0.000000,-0.000000
1.390000,0.166048,0.000000,0.000000,0.134800,0.000000,0.000000,-0.248011,-0.000000,-0.000000
1.391000,0.166183,0.000000,0.000000,0.134552,0.000000,0.000000,-0.248418,-0.000000,-0.000000
1.392000,0.166318,0.000000,0.000000,0.134303,0.000000,0.000000,-0.248823,-0.000000,-0.000000
1.393000,0.166452,0.000000,0.000000,0.134054,0.000000,0.000000,-0.249226,-0.000000,-0.000000
1.394000,0.166586,0.000000,0.000000,0.133805,0.000000,0.000000,-0.249628,-0.000000,-0.000000
1.395000,0.166719,0.000000,0.000000,0.133555,0.000000,0.000000,-0.250028,-0.000000,-0.000000
1.396000,0.166853,0.000000,0.000000,0.133305,0.000000,0.000000,-0.250426,-0.000000,-0.000000
1.397000,0.166986,0.000000,0.000000,0.133054,0.000000,0.000000,-0.250822,-0.000000,-0.000000
1.398000,0.167119,0.000000,0.000000,0.132803,0.000000,0.000000,-0.251216,-0.000000,-0.000000
1.399000,0.167252,0.000000,0.000000,0.132552,0.000000,0.000000,-0.251609,-0.000000,-0.000000
1.400000,0.167384,0.000000,0.000000,0.132300,0.000000,0.000000,-0.252000,-0.000000,-0.000000
1.401000,0.167516,0.000000,0.000000,0.132048,0.000000,0.000000,-0.252389,-0.000000,-0.000000
1.402000,0.167648,0.000000,0.000000,0.131795,0.000000,0.000000,-0.252776,-0.000000,-0.000000
1.403000,0.167780,0.000000,0.000000,0.131542,0.000000,0.000000,-0.253162,-0.000000,-0.000000
1.404000,0.167911,0.000000,0.000000,0.131289,0.000000,0.000000,-0.253546,-0.000000,-0.000000
1.405000,0.168042,0.000000,0.000000,0.131035,0.000000,0.000000,-0.253927,-0.000000,-0.000000
1.406000,0.168173,0.000000,0.000000,0.130781,0.000000,0.000000,-0.254307,-0.000000,-0.000000
1.407000,0.168304,0.000000,0.000000,0.130527,0.000000,0.000000,-0.254686,-0.000000,-0.000000
1.408000,0.168434,0.000000,0.000000,0.130272,0.000000,0.000000,-0.255062,-0.000000,-0.000000
1.409000,0.168564,0.000000,0.000000,0.130016,0.000000,0.000000,-0.255437,-0.000000,-0.000000
1.410000,0.168694,0.000000,0.000000,0.129761,0.000000,0.000000,-0.255809,-0.000000,-0.000000
1.411000,0.168824,0.000000,0.000000,0.129505,0.000000,0.000000,-0.256180,-0.000000,-0.000000
1.412000,0.168953,0.000000,0.000000,0.129248,0.000000,0.000000,-0.256549,-0.000000,-0.000000
1.413000,0.169082,0.000000,0.000000,0.128992,0.000000,0.000000,-0.256916,-0.000000,-0.000000
1.414000,0.169211,0.000000,0.000000,0.128735,0.000000,0.000000,-0.257282,-0.000000,-0.000000
1.415000,0.169340,0.000000,0.000000,0.128477,0.000000,0.000000,-0.257645,-0.000000,-0.000000
1.416000,0.169468,0.000000,0.000000,0.128219,0.000000,0.000000,-0.258007,-0.000000,-0.000000
1.417000,0.169596,0.000000,0.000000,0.127961,0.000000,0.000000,-0.258366,-0.000000,-0.000000
1.418000,0.169724,0.000000,0.000000,0.127703,0.000000,0.000000,-0.258724,-0.000000,-0.000000
1.419000,0.169852,0.000000,0.000000,0.127444,0.000000,0.000000,-0.259080,-0.000000,-0.000000
1.420000,0.169979,0.000000,0.000000,0.127184,0.000000,0.000000,-0.259434,-0.000000,-0.000000
1.421000,0.170106,0.000000,0.000000,0.126925,0.000000,0.000000,-0.259786,-0.000000,-0.000000
1.422000,0.170233,0.000000,0.000000,0.126665,0.000000,0.000000,-0.260136,-0.000000,-0.000000
1.423000,0.170359,0.000000,0.000000,0.126405,0.000000,0.000000,-0.260485,-0.000000,-0.000000
1.424000,0.170486,0.000000,0.000000,0.126144,0.000000,0.000000,-0.260831,-0.000000,-0.000000
1.425000,0.170612,0.000000,0.000000,0.125883,0.000000,0.000000,-0.261176,-0.000000,-0.000000
1.426000,0.170738,0.000000,0.000000,0.125622,0.000000,0.000000,-0.261518,-0.000000,-0.000000
1.427000,0.170863,0.000000,0.000000,0.125360,0.000000,0.000000,-0.261859,-0.000000,-0.000000
1.428000,0.170988,0.000000,0.000000,0.125098,0.000000,0.000000,-0.262198,-0.000000,-0.000000
1.429000,0.171113,0.000000,0.000000,0.124835,0.000000,0.000000,-0.262535,-0.000000,-0.000000
1.430000,0.171238,0.000000,0.000000,0.124573,0.000000,0.000000,-0.262870,-0.000000,-0.000000
1.431000,0.171362,0.000000,0.000000,0.124310,0.000000,0.000000,-0.263203,-0.000000,-0.000000
1.432000,0.171487,0.000000,0.000000,0.124046,0.000000,0.000000,-0.263534,-0.000000,-0.000000
1.433000,0.171610,0.000000,0.000000,0.123783,0.000000,0.000000,-0.263863,-0.000000,-0.000000
1.434000,0.171734,0.000000,0.000000,0.123519,0.000000,0.000000,-0.264190,-0.000000,-0.000000
1.435000,0.171857,0.000000,0.000000,0.123254,0.000000,0.000000,-0.264515,-0.000000,-0.000000
1.436000,0.171981,0.000000,0.000000,0.122990,0.000000,0.000000,-0.264839,-0.000000,-0.000000
1.437000,0.172103,0.000000,0.000000,0.122725,0.000000,0.000000,-0.265160,-0.000000,-0.000000
1.438000,0.172226,0.000000,0.000000,0.122459,0.000000,0.000000,-0.265479,-0.000000,-0.000000
1.439000,0.172348,0.000000,0.000000,0.122194,0.000000,0.000000,-0.265797,-0.000000,-0.000000
1.440000,0.172470,0.000000,0.000000,0.121928,0.000000,0.000000,-0.266112,-0.000000,-0.000000
1.441000,0.172592,0.000000,0.000000,0.121661,0.000000,0.000000,-0.266425,-0.000000,-0.000000
1.442000,0.172714,0.000000,0.000000,0.121395,0.000000,0.000000,-0.266737,-0.000000,-0.000000
1.443000,0.172835,0.000000,0.000000,0.121128,0.000000,0.000000,-0.267046,-0.000000,-0.000000
1.444000,0.172956,0.000000,0.000000,0.120861,0.000000,0.000000,-0.267354,-0.000000,-0.000000
1.445000,0.173077,0.000000,0.000000,0.120593,0.000000,0.000000,-0.267659,-0.000000,-0.000000
1.446000,0.173197,0.000000,0.000000,0.120325,0.000000,0.000000,-0.267963,-0.000000,-0.000000
1.447000,0.173317,0.000000,0.000000,0.120057,0.000000,0.000000,-0.268264,-0.000000,-0.000000
1.448000,0.173437,0.000000,0.000000,0.119789,0.000000,0.000000,-0.268563,-0.000000,-0.000000
1.449000,0.173557,0.000000,0.000000,0.119520,0.000000,0.000000,-0.268861,-0.000000,-0.000000
1.450000,0.173676,0.000000,0.000000,0.119251,0.000000,0.000000,-0.269156,-0.000000,-0.000000
1.451000,0.173795,0.000000,0.000000,0.118982,0.000000,0.000000,-0.269450,-0.000000,-0.000000
1.452000,0.173914,0.000000,0.000000,0.118712,0.000000,0.000000,-0.269741,-0.000000,-0.000000
1.453000,0.174033,0.000000,0.000000,0.118442,0.000000,0.000000,-0.270030,-0.000000,-0.000000
1.454000,0.174151,0.000000,0.000000,0.118172,0.000000,0.000000,-0.270318,-0.000000,-0.000000
1.455000,0.174269,0.000000,0.000000,0.117902,0.000000,0.000000,-0.270603,-0.000000,-0.000000
1.456000,0.174387,0.000000,0.000000,0.117631,0.000000,0.000000,-0.270886,-0.000000,-0.000000
1.457000,0.174505,0.000000,0.000000,0.117360,0.000000,0.000000,-0.271167,-0.000000,-0.000000
1.458000,0.174622,0.000000,0.000000,0.117089,0.000000,0.000000,-0.271446,-0.000000,-0.000000
1.459000,0.174739,0.000000,0.000000,0.116817,0.000000,0.000000,-0.271723,-0.000000,-0.000000
1.460000,0.174855,0.000000,0.000000,0.116545,0.000000,0.000000,-0.271998,-0.000000,-0.000000
1.461000,0.174972,0.000000,0.000000,0.116273,0.000000,0.000000,-0.272271,-0.000000,-0.000000
1.462000,0.175088,0.000000,0.000000,0.116001,0.000000,0.000000,-0.272542,-0.000000,-0.000000
1.463000,0.175204,0.000000,0.000000,0.115728,0.000000,0.000000,-0.272810,-0.000000,-0.000000
1.464000,0.175319,0.000000,0.000000,0.115455,0.000000,0.000000,-0.273077,-0.000000,-0.000000
1.465000,0.175435,0.000000,0.000000,0.115182,0.000000,0.000000,-0.273342,-0.000000,-0.000000
1.466000,0.175550,0.000000,0.000000,0.114908,0.000000,0.000000,-0.273604,-0.000000,-0.000000
1.467000,0.175664,0.000000,0.000000,0.114635,0.000000,0.000000,-0.273864,-0.000000,-0.000000
1.468000,0.175779,0.000000,0.000000,0.114361,0.000000,0.000000,-0.274123,-0.000000,-0.000000
1.469000,0.175893,0.000000,0.000000,0.114086,0.000000,0.000000,-0.274379,-0.000000,-0.000000
1.470000,0.176007,0.000000,0.000000,0.113812,0.000000,0.000000,-0.274633,-0.000000,-0.000000
1.471000,0.176121,0.000000,0.000000,0.113537,0.000000,0.000000,-0.274885,-0.000000,-0.000000
1.472000,0.176234,0.000000,0.000000,0.113262,0.000000,0.000000,-0.275134,-0.000000,-0.000000
1.473000,0.176347,0.000000,0.000000,0.112987,0.000000,0.000000,-0.275382,-0.000000,-0.000000
1.474000,0.176460,0.000000,0.000000,0.112711,0.000000,0.000000,-0.275628,-0.000000,-0.000000
1.475000,0.176573,0.000000,0.000000,0.112436,0.000000,0.000000,-0.275871,-0.000000,-0.000000
1.476000,0.176685,0.000000,0.000000,0.112160,0.000000,0.000000,-0.276112,-0.000000,-0.000000
1.477000,0.176797,0.000000,0.000000,0.111883,0.000000,0.000000,-0.276352,-0.000000,-0.000000
1.478000,0.176909,0.000000,0.000000,0.111607,0.000000,0.000000,-0.276588,-0.000000,-0.000000
1.479000,0.177020,0.000000,0.000000,0.111330,0.000000,0.000000,-0.276823,-0.000000,-0.000000
