time,q_desired_1,q_desired_2,q_desired_3,q_desired_4,q_desired_5,q_desired_6,q_desired_7,q_actual_1,q_actual_2,q_actual_3,q_actual_4,q_actual_5,q_actual_6,q_actual_7,dq_actual_1,dq_actual_2,dq_actual_3,dq_actual_4,dq_actual_5,dq_actual_6,dq_actual_7,tau_J_1,tau_J_2,tau_J_3,tau_J_4,tau_J_5,tau_J_6,tau_J_7,tau_J_d_1,tau_J_d_2,tau_J_d_3,tau_J_d_4,tau_J_d_5,tau_J_d_6,tau_J_d_7
0.000000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000122,0.000133,-0.000466,-0.001481,0.000278,-0.000114,-0.000649,-1.429384,-2.568472,-0.571288,18.491716,0.931157,1.917901,0.272500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000612,-0.785031,-0.000063,-2.356231,-0.000186,1.570527,0.785108,0.000081,0.000646,0.000246,0.000776,-0.000052,0.000161,-0.000670,-1.429384,-2.592275,-0.595092,18.416338,0.937566,1.911493,0.278908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000614,-0.785035,-0.000065,-2.356231,-0.000187,1.570527,0.785111,0.000704,-0.000776,-0.001043,0.000517,-0.000476,0.000345,0.000537,-1.457155,-2.540701,-0.543517,18.416338,0.949468,1.905084,0.252358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000612,-0.785029,-0.000061,-2.356233,-0.000186,1.570527,0.785111,-0.000180,0.001246,0.001161,-0.000305,0.000124,-0.000007,0.000120,-1.429384,-2.616079,-0.622863,18.444109,0.937566,1.911493,0.258767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000611,-0.785038,-0.000063,-2.356230,-0.000186,1.570526,0.785115,0.000780,0.003304,-0.000631,-0.003890,-0.003541,-0.001735,0.002522,-1.330202,-2.183645,-0.698241,18.063250,0.907354,1.831842,0.192849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000608,-0.785049,-0.000066,-2.356230,-0.000185,1.570528,0.785112,0.002158,0.003876,-0.004193,-0.006486,-0.001732,-0.000664,-0.002968,-0.985048,-1.013296,-0.952148,17.107134,0.752630,1.555352,0.060097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.006000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000632,-0.785048,-0.000096,-2.356247,-0.000190,1.570502,0.785093,0.012483,0.003764,-0.011270,-0.006493,-0.004646,-0.003566,-0.010348,-0.735110,0.514109,-0.900573,15.877275,0.568609,1.357599,0.006997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.007000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000681,-0.785032,-0.000140,-2.356259,-0.000206,1.570466,0.785063,0.027282,0.001866,-0.012421,-0.001474,-0.003737,-0.012845,-0.016831,-0.389956,1.966135,-0.341186,14.766435,0.550298,1.219354,-0.019553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.008000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000720,-0.784989,-0.000165,-2.356277,-0.000232,1.570423,0.785022,0.034479,0.007191,-0.009813,0.001698,-0.009211,-0.023117,-0.023796,0.550291,2.779429,0.547486,14.441117,0.705022,1.166253,0.013405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.009000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000795,-0.784926,-0.000180,-2.356292,-0.000265,1.570398,0.784987,0.046271,0.023969,-0.007610,-0.001453,-0.009517,-0.024181,-0.027803,1.542112,3.033335,1.995545,14.794206,1.032781,1.067376,0.019814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000880,-0.784840,-0.000173,-2.356298,-0.000279,1.570386,0.784956,0.061028,0.044683,-0.005076,-0.005365,-0.006955,-0.016172,-0.026618,2.855283,3.009531,3.697511,15.171098,1.312932,0.987725,0.046364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.011000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.000947,-0.784761,-0.000118,-2.356290,-0.000262,1.570367,0.784941,0.055612,0.057452,0.006335,-0.006046,0.001505,-0.009654,-0.019952,4.537413,3.315012,4.740907,15.095719,1.301031,1.153436,0.046364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.012000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001042,-0.784690,-0.000070,-2.356284,-0.000207,1.570326,0.784945,0.055583,0.058083,0.007116,-0.002058,0.020636,-0.016781,-0.000407,5.430052,3.719675,5.173341,14.841813,0.931157,1.660638,0.046364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.013000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001151,-0.784610,-0.000034,-2.356278,-0.000174,1.570302,0.784952,0.061587,0.060035,0.003495,0.007578,0.021171,-0.024693,0.001932,5.259459,3.517344,4.637757,14.968766,0.764531,2.155023,0.113198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.014000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001233,-0.784549,-0.000001,-2.356270,-0.000185,1.570304,0.784967,0.059476,0.053532,0.005585,0.008963,0.010638,-0.021330,0.004684,4.315245,2.803232,2.832643,15.623368,0.883550,2.426019,0.166299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.015000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001321,-0.784515,-0.000038,-2.356292,-0.000245,1.570316,0.785000,0.068158,0.042317,-0.006710,-0.001966,-0.017552,-0.011501,0.014449,2.260191,1.609080,1.055299,17.107134,1.312932,2.623773,0.133340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.016000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001395,-0.784508,-0.000131,-2.356312,-0.000336,1.570359,0.785035,0.072933,0.030954,-0.022324,-0.013790,-0.041666,0.003415,0.019418,-0.167788,0.180857,-0.063476,18.745623,1.860418,2.617364,0.159890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.017000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001415,-0.784555,-0.000205,-2.356323,-0.000402,1.570425,0.785073,0.059242,0.007699,-0.025119,-0.015839,-0.051109,0.025756,0.023917,-2.048281,-0.834768,-0.876769,20.304766,2.081060,2.412286,0.166299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.018000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001410,-0.784629,-0.000265,-2.356357,-0.000398,1.570505,0.785099,0.043837,-0.011267,-0.025007,-0.026492,-0.029976,0.042453,0.025543,-3.460634,-1.652029,-0.975951,21.891680,1.663579,2.049737,0.219399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.019000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001390,-0.784698,-0.000291,-2.356371,-0.000344,1.570580,0.785113,0.031829,-0.025813,-0.024161,-0.025287,-0.003494,0.051769,0.017196,-4.452456,-2.465322,-0.900573,22.847795,0.901861,1.614862,0.278908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001331,-0.784743,-0.000252,-2.356357,-0.000257,1.570612,0.785117,0.002538,-0.023733,-0.013013,-0.014906,0.029830,0.043753,0.005289,-4.797609,-3.560293,-1.610717,22.970781,-0.032893,1.429925,0.239541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.021000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001297,-0.784768,-0.000178,-2.356345,-0.000176,1.570578,0.785113,-0.013553,-0.021706,0.003773,-0.004080,0.048099,0.016847,0.003066,-5.591066,-4.833791,-3.138122,22.744646,-0.717707,1.687188,0.139748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.022000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001291,-0.784767,-0.000122,-2.356325,-0.000158,1.570504,0.785094,-0.013354,-0.009902,0.013695,0.007556,0.038735,-0.013902,-0.004754,-7.027224,-6.309621,-5.018615,22.268572,-0.670100,2.135797,0.060097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.023000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001294,-0.784758,-0.000072,-2.356296,-0.000202,1.570427,0.785065,-0.006889,-0.001070,0.028817,0.017403,0.010604,-0.033718,-0.012397,-8.760927,-7.809255,-7.049865,21.665545,-0.003596,2.412286,0.033547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.024000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001333,-0.784752,-0.000052,-2.356286,-0.000278,1.570365,0.785031,0.010373,0.001184,0.032423,0.017886,-0.019387,-0.040590,-0.019542,-10.843752,-9.134329,-8.422545,21.435442,0.859746,2.485528,0.046364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.025000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001353,-0.784754,-0.000060,-2.356292,-0.000348,1.570342,0.785010,0.022846,0.000652,0.031498,0.011750,-0.036403,-0.030537,-0.017537,-12.279909,-10.253103,-8.549499,21.613970,1.520757,2.267633,-0.013145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.026000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001328,-0.784767,-0.000066,-2.356283,-0.000393,1.570352,0.784998,0.017407,-0.003371,0.025899,0.011157,-0.044110,-0.010006,-0.012482,-12.256105,-11.197317,-7.533874,21.788530,1.824712,1.924310,-0.039695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.027000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570526,0.785109,0.001251,-0.784804,-0.000049,-2.356289,-0.000386,1.570367,0.784990,-0.009709,-0.014952,0.022166,0.003667,-0.025298,0.004827,-0.008982,-10.593813,-11.756704,-5.855712,22.268572,1.580266,1.819024,0.072915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.028000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001137,-0.784837,-0.000018,-2.356277,-0.000321,1.570399,0.785001,-0.038434,-0.016591,0.015649,0.003032,0.008588,0.015181,-0.006295,-7.622316,-12.165335,-4.026793,22.443132,0.878057,1.858392,0.192849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.029000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001038,-0.784870,0.000025,-2.356255,-0.000238,1.570445,0.785019,-0.061018,-0.019904,0.014237,0.002313,0.033318,0.025805,0.002043,-4.404848,-12.038382,-2.578734,22.216997,0.121831,1.839166,0.272500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.030000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.000991,-0.784902,0.000065,-2.356241,-0.000145,1.570486,0.785035,-0.064737,-0.017946,0.008559,0.001645,0.051356,0.025822,0.001347,-1.826113,-11.221121,-1.817016,21.689348,-0.545588,1.779657,0.292641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.031000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001010,-0.784922,0.000073,-2.356236,-0.000089,1.570504,0.785044,-0.040225,-0.016941,0.005796,0.002195,0.054636,0.021120,0.002430,-0.342348,-9.618338,-1.281432,20.808611,-0.712214,1.720147,0.266091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.032000,0.000612,-0.785033,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001082,-0.784910,0.000056,-2.356234,-0.000118,1.570508,0.785046,-0.004178,-0.007505,0.001981,0.002616,0.027541,0.008876,-0.002237,0.379698,-7.837026,-0.571288,19.598589,-0.044795,1.515985,0.126015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.033000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001172,-0.784874,0.000024,-2.356241,-0.000205,1.570481,0.785039,0.026489,0.001474,-0.004178,0.000898,-0.012324,0.000357,-0.002391,0.947019,-6.027944,0.674439,18.392534,1.097783,1.409784,0.006997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.034000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001239,-0.784809,0.000013,-2.356252,-0.000295,1.570441,0.785031,0.040149,0.015791,0.000004,0.002824,-0.043736,-0.007116,-0.000627,1.986448,-4.603689,2.150270,17.285662,2.122258,1.456475,-0.039695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.035000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001265,-0.784707,0.000029,-2.356251,-0.000355,1.570423,0.785029,0.031220,0.040609,0.003902,0.008989,-0.055628,-0.006819,-0.001261,3.696348,-3.762625,3.471375,16.226397,2.616643,1.483026,-0.032371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.036000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001250,-0.784588,0.000062,-2.356245,-0.000353,1.570422,0.785022,0.008651,0.061955,0.004946,0.013491,-0.035136,-0.000125,-0.004456,5.604612,-3.227041,4.106141,15.421037,2.319097,1.594720,0.053689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.037000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001219,-0.784486,0.000083,-2.356244,-0.000312,1.570451,0.785019,-0.011673,0.072770,-0.000023,0.011093,-0.010480,0.014276,-0.005734,6.893980,-2.540701,3.979188,15.020341,1.574773,1.594720,0.119607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.038000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001175,-0.784410,0.000071,-2.356239,-0.000281,1.570494,0.785021,-0.031888,0.072877,-0.016644,0.008607,0.005578,0.022335,-0.004810,7.163755,-1.497305,3.038941,14.691056,0.937566,1.409784,0.139748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.039000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001171,-0.784382,-0.000012,-2.356247,-0.000288,1.570506,0.785021,-0.024539,0.055830,-0.036456,0.002486,0.004610,0.009388,-0.003862,5.703794,0.157053,2.070924,14.568070,0.735235,1.343866,0.152566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.040000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001201,-0.784397,-0.000142,-2.356273,-0.000327,1.570483,0.785024,-0.004899,0.027989,-0.053940,-0.005381,-0.005566,-0.001128,-0.001727,2.954466,2.116892,1.384583,14.766435,0.919256,1.423517,0.126015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.041000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001204,-0.784420,-0.000262,-2.356302,-0.000361,1.570437,0.785026,0.006847,0.002812,-0.062911,-0.009015,-0.017724,-0.012718,0.000442,0.153562,3.517344,1.031495,15.194901,1.133489,1.614862,0.080239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.042000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001180,-0.784439,-0.000320,-2.356328,-0.000359,1.570410,0.785025,0.010254,-0.011118,-0.046272,-0.011438,-0.011471,-0.013157,0.000219,-2.147463,3.898203,0.622865,15.952653,1.085882,1.726556,0.080239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.043000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570525,0.785109,0.001107,-0.784430,-0.000323,-2.356352,-0.000318,1.570414,0.785021,-0.004696,-0.010913,-0.026879,-0.015721,0.005157,-0.006973,-0.001132,-3.389223,2.803232,0.190431,17.007952,0.711431,1.792474,0.113198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.044000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570524,0.785109,0.000991,-0.784419,-0.000241,-2.356353,-0.000260,1.570439,0.785021,-0.032591,-0.001671,0.008596,-0.013246,0.019866,0.004407,-0.000798,-3.460634,0.871165,-1.003722,18.015642,0.246343,1.806207,0.113198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.045000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570524,0.785109,0.000877,-0.784426,-0.000139,-2.356347,-0.000214,1.570443,0.785013,-0.048591,0.000227,0.039047,-0.009905,0.031553,0.003940,-0.003277,-2.964724,-1.168020,-2.297057,18.995562,-0.009089,1.931634,0.186440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.046000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570524,0.785109,0.000817,-0.784486,-0.000063,-2.356345,-0.000186,1.570413,0.785016,-0.049487,-0.014169,0.046803,-0.008944,0.027098,-0.007321,-0.001225,-2.544192,-2.667654,-3.265075,19.927874,-0.032893,2.228265,0.159890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.047000,0.000612,-0.785032,-0.000063,-2.356236,-0.000185,1.570524,0.785109,0.000829,-0.784583,-0.000028,-2.356354,-0.000191,1.570368,0.785019,-0.026152,-0.033566,0.043796,-0.011639,0.007940,-0.021006,0.000148,-2.496584,-3.584097,-3.594359,20.883989,0.258245,2.557855,0.133340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.048000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570524,0.785109,0.000909,-0.784714,-0.000039,-2.356370,-0.000230,1.570346,0.785019,0.009803,-0.059176,0.028416,-0.014825,-0.009716,-0.019471,0.000085,-2.718752,-3.738821,-2.908019,21.764727,0.806646,2.584405,0.133340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.049000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570524,0.785109,0.001001,-0.784868,-0.000063,-2.356408,-0.000273,1.570364,0.785021,0.035426,-0.084244,0.013598,-0.023633,-0.021084,-0.005682,0.000555,-2.595766,-3.024709,-1.563110,22.518511,1.348638,2.253900,0.119607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570524,0.785109,0.001069,-0.784992,-0.000059,-2.356436,-0.000310,1.570390,0.785019,0.041880,-0.088603,0.007845,-0.027269,-0.034211,0.003866,0.000837,-1.925295,-2.005117,-0.190429,22.593889,1.669988,1.905084,0.106789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.051000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570524,0.785109,0.001096,-0.785067,-0.000030,-2.356441,-0.000320,1.570397,0.785021,0.026794,-0.078453,0.007122,-0.019730,-0.030285,0.005417,0.000552,-0.862063,-0.914114,0.726014,21.891680,1.615972,1.806207,0.106789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.052000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570524,0.785109,0.001069,-0.785070,0.000031,-2.356432,-0.000298,1.570389,0.785027,-0.003215,-0.052554,0.015587,-0.011773,-0.010101,-0.000159,0.002093,0.252745,-0.124624,0.472108,20.681658,1.192998,1.891351,0.060097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.053000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570523,0.785109,0.001029,-0.784994,0.000094,-2.356423,-0.000287,1.570390,0.785026,-0.025326,-0.016044,0.019279,0.001270,0.001194,-0.000331,0.000918,0.574095,-0.172231,-0.825194,19.372454,0.824041,1.884942,0.072915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.054000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570523,0.785109,0.001007,-0.784872,0.000111,-2.356409,-0.000306,1.570408,0.785022,-0.026611,0.020936,0.014495,0.012659,0.000085,0.005299,-0.000645,-0.167788,-1.088674,-2.348632,18.293352,0.812139,1.726556,0.106789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.055000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570523,0.785109,0.001014,-0.784745,0.000067,-2.356401,-0.000350,1.570429,0.785021,-0.011588,0.050526,0.005622,0.017899,-0.013387,0.012841,-0.000669,-1.580141,-2.592275,-3.213500,17.737932,1.151800,1.594720,0.113198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.056000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570523,0.785109,0.001069,-0.784654,-0.000030,-2.356404,-0.000398,1.570433,0.785021,0.022012,0.059088,-0.013738,0.013305,-0.025882,0.011946,-0.000685,-3.389223,-4.171255,-2.757262,17.837114,1.592168,1.634088,0.119607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.057000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570523,0.785109,0.001122,-0.784622,-0.000142,-2.356400,-0.000421,1.570438,0.785018,0.043265,0.054225,-0.035097,0.005810,-0.024590,0.007006,-0.000220,-4.329470,-5.087698,-1.102904,18.166399,1.777105,1.674371,0.113198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.058000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570523,0.785109,0.001144,-0.784651,-0.000212,-2.356394,-0.000368,1.570438,0.785020,0.044487,0.030042,-0.038631,0.001042,0.000434,0.004121,-0.000385,-3.857363,-4.857595,0.979920,18.392534,1.312932,1.700006,0.119607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.059000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570523,0.785109,0.001140,-0.784726,-0.000225,-2.356380,-0.000244,1.570428,0.785020,0.022229,-0.000140,-0.034730,0.003479,0.049159,0.000335,-0.000495,-2.567995,-3.484915,2.531129,18.265581,0.240850,1.773248,0.126015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.060000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570522,0.785109,0.001094,-0.784796,-0.000156,-2.356357,-0.000108,1.570403,0.785024,-0.009580,-0.027086,-0.010706,0.010440,0.079829,-0.011335,0.001128,-0.862063,-2.032888,2.427979,17.912493,-0.885249,1.964593,0.086648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.061000,0.000612,-0.785032,-0.000063,-2.356235,-0.000185,1.570522,0.785109,0.001039,-0.784834,-0.000055,-2.356332,-0.000034,1.570366,0.785024,-0.030595,-0.035522,0.017279,0.016228,0.083217,-0.020977,0.000514,0.304319,-1.243398,0.852967,17.511797,-1.289912,2.195306,0.093056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.062000,0.000612,-0.785032,-0.000063,-2.356234,-0.000185,1.570522,0.785109,0.001024,-0.784847,0.000031,-2.356329,-0.000058,1.570345,0.785018,-0.029692,-0.033910,0.035903,0.013846,0.046014,-0.019422,-0.001387,0.252745,-1.041067,-1.384582,17.511797,-0.729609,2.327142,0.139748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.063000,0.000612,-0.785032,-0.000063,-2.356234,-0.000185,1.570522,0.785109,0.001046,-0.784844,0.000068,-2.356332,-0.000183,1.570350,0.785019,-0.011498,-0.024655,0.041512,0.008629,-0.012144,-0.012178,-0.000687,-0.612124,-1.219595,-3.138122,17.686357,0.740728,2.168756,0.133340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.064000,0.000612,-0.785032,-0.000063,-2.356234,-0.000185,1.570522,0.785109,0.001107,-0.784833,0.000044,-2.356346,-0.000333,1.570387,0.785024,0.015994,-0.011758,0.028201,0.003694,-0.062154,0.005590,0.001271,-1.925295,-1.572683,-3.570556,18.063250,2.265081,1.779657,0.086648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.065000,0.000612,-0.785032,-0.000063,-2.356234,-0.000185,1.570522,0.785109,0.001184,-0.784814,-0.000007,-2.356370,-0.000444,1.570445,0.785024,0.039866,-0.000871,0.013092,-0.004879,-0.085309,0.021273,0.000847,-3.214663,-2.032888,-2.908019,18.543291,3.116521,1.291681,0.086648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.066000,0.000612,-0.785032,-0.000063,-2.356234,-0.000185,1.570521,0.785109,0.001227,-0.784798,-0.000066,-2.356371,-0.000476,1.570508,0.785029,0.041449,0.007038,-0.006911,-0.004685,-0.068477,0.035823,0.002294,-3.611391,-2.389944,-1.333007,18.642473,3.045110,0.822931,0.039956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.067000,0.000612,-0.785031,-0.000063,-2.356234,-0.000185,1.570521,0.785109,0.001200,-0.784774,-0.000096,-2.356352,-0.000435,1.570535,0.785026,0.018804,0.013051,-0.018316,0.003389,-0.023938,0.034919,0.000309,-2.694948,-2.770803,0.242005,18.392534,2.176275,0.783563,0.072915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.068000,0.000612,-0.785031,-0.000063,-2.356234,-0.000185,1.570521,0.785109,0.001123,-0.784751,-0.000091,-2.356323,-0.000334,1.570513,0.785025,-0.015593,0.021064,-0.020983,0.012781,0.022612,0.013665,-0.000066,-1.032656,-3.048513,1.130677,17.964067,0.842351,1.192804,0.080239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.069000,0.000612,-0.785031,-0.000063,-2.356234,-0.000185,1.570521,0.785109,0.001038,-0.784731,-0.000078,-2.356277,-0.000223,1.570456,0.785020,-0.045276,0.021614,-0.023071,0.023651,0.057228,-0.012573,-0.001739,0.526487,-3.227041,1.233827,17.333269,-0.348750,1.806207,0.126015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
